Gene	1891_uns	1892_uns	1909_granule	1910_granule	1895_purkinje	1896_purkinje	1893_basket	1894_basket	1903_astrocyte	1904_astrocyte	1907_oligo	1908_oligo	1899_opc	1900_opc
AABR07001444.1	275	251	236	288	175	348	165	149	207	215	199	92	68	485
Tiam2	364	259	208	368	839	1307	244	301	3585	4283	370	200	1043	920
Tfb1m	563	371	183	310	557	633	371	420	658	457	639	212	863	730
Cldn20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nox3	3	5	17	12	18	18	2	6	9	20	6	4	17	69
AABR07001448.1	1	2	24	25	8	19	8	9	9	21	10	6	16	15
AABR07001452.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001455.1	0	0	1	1	0	2	0	0	0	0	0	0	0	0
LOC102548472	6	9	0	1	10	26	5	2	4	0	2	1	1	0
Arid1b	7317	6166	4948	7316	12455	16839	5295	5039	9733	8278	10396	4572	6227	8583
Tmem242	120	85	48	62	283	247	122	102	198	137	103	38	39	205
Zdhhc14	5282	5358	5011	6527	54420	67364	4642	4440	5279	4104	20923	10051	5914	9943
AABR07001477.1	15	8	9	11	6	13	21	14	50	24	130	31	53	77
Snx9	215	166	194	180	127	241	148	195	539	437	1131	544	545	1360
Synj2	93	78	14	16	3195	4341	31	31	488	300	4681	2535	183	137
Serac1	414	369	400	422	486	479	392	393	617	579	523	265	182	479
Gtf2h5	79	56	14	19	34	69	50	56	58	50	115	25	67	29
Tulp4	3984	3212	1778	2948	916	1175	743	632	1676	1058	5202	1771	2205	3075
Tmem181	1069	754	980	1485	721	1015	514	524	677	645	1109	515	1333	1707
Dynlt1	108	68	51	82	18	45	45	24	80	53	39	10	80	172
Sytl3	3	9	97	68	16	20	10	8	18	34	15	14	209	219
Ezr	21	6	7	10	2	1	16	18	91	84	61	36	16	37
AABR07001489.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph3	199	182	53	95	137	195	89	101	115	95	85	14	57	141
Tagap	3	1	1	1	7	3	2	2	1	2	58	8	0	4
AABR07001493.1	7	1	7	11	28	82	2	9	16	7	17	7	6	4
AABR07001497.1	337	118	34	39	35	73	43	58	60	75	74	30	29	34
Fndc1	29	11	13	14	10	8	88	57	143	88	33	15	424	628
AABR07001497.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AABR07001497.3	3	3	1	0	1	3	1	3	4	11	4	0	0	3
Sod2	127	101	86	47	46	125	106	100	95	107	104	56	7	137
Wtap	490	435	499	692	441	685	499	502	860	504	1280	525	277	944
Acat2	47	31	29	25	27	77	23	39	108	101	129	79	22	44
Acat2l1	29	18	3	4	51	65	25	23	111	126	101	60	1	12
Tcp1	131	48	51	100	24	44	55	40	86	45	45	37	67	62
AABR07071864.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07071864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl18	33	17	19	36	93	78	44	48	68	27	76	9	26	18
Pnldc1	87	60	95	126	26	52	55	52	123	183	96	36	287	56
Mrgprh	1	1	2	3	2	0	0	0	0	0	0	0	0	0
Mas1	52	29	105	59	130	176	14	21	32	42	13	16	29	20
Igf2r	1759	1628	935	1288	1301	1784	710	766	1250	1188	420	279	1153	1051
AC129234.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114389.2	0	0	0	0	0	1	1	0	0	2	0	0	0	0
Slc22a1	3	2	20	16	4	3	1	0	3	10	3	4	6	6
Slc22a2	12	11	139	105	45	50	46	32	24	102	40	31	191	144
AC114389.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a3	2	3	19	9	9	10	5	5	8	16	13	6	19	13
Plg	5	9	23	28	12	23	4	9	12	28	9	11	20	10
AABR07001512.1	1	0	1	4	0	0	1	1	2	1	0	0	2	0
Map3k4	859	651	700	949	517	533	570	517	1056	689	1106	462	937	1096
AABR07001516.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat4	1902	1537	1722	2228	56	83	343	319	2115	1335	14645	6909	1680	1560
AC135026.1	42	33	4	13	87	76	40	21	47	61	105	33	23	22
AABR07001518.1	19	19	0	2	37	24	14	8	32	2	33	7	7	28
AABR07001519.1	2910	2584	1165	1125	6003	6803	3886	3673	5767	4137	9249	3772	5243	7769
Qk	20	31	37	57	32	45	49	67	577	1661	2107	1380	672	646
AABR07001555.1	1	3	0	0	0	0	0	4	54	24	3	3	2	3
Pabpc6	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AABR07001561.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGC94891	13	5	21	15	16	9	6	4	7	22	11	2	11	2
Pde10a	4082	5921	2942	7246	3272	5562	225	468	1041	1413	559	160	3643	5068
T	2	0	1	2	0	1	1	1	3	5	0	1	1	0
T2	23	24	37	54	13	17	17	9	84	175	725	346	551	665
Prr18	4	1	0	0	0	1	0	0	0	0	4	7	2	1
Sft2d1	159	126	207	304	168	383	171	209	506	336	987	370	378	425
Mpc1	232	181	36	159	187	200	156	142	245	151	261	66	55	61
Ccr6	1	0	10	19	4	6	4	4	2	17	20	3	15	6
Fgfr1op	322	268	340	461	940	1093	439	459	546	434	850	236	180	201
Rnaset2	46	20	7	39	22	51	44	39	122	102	432	120	70	133
AABR07001573.2	33	15	49	69	80	50	11	20	62	45	646	147	25	21
AABR07001573.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka2	222	139	122	157	268	362	285	215	591	582	1168	318	191	471
AABR07001574.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr31	1	0	1	0	0	0	0	1	0	0	23	2	0	0
Tcp10b	0	2	18	16	9	6	19	2	14	10	13	4	22	11
Ttll2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Unc93a	3	3	18	18	10	6	3	2	4	6	18	4	8	3
AABR07001576.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt4	1952	1676	2056	2585	4480	5951	2130	2140	5373	4694	3683	1695	2215	2570
AABR07001591.1	21	14	1	5	31	21	12	17	74	43	20	13	0	0
Tcte2	136	90	71	63	27	44	81	86	179	211	103	73	9	48
AABR07001592.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001592.2	0	0	0	1	0	1	0	0	7	13	3	0	0	0
AABR07001592.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RGD1560718	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AABR07001594.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AABR07001599.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001610.1	1	1	5	2	2	14	2	5	4	4	2	3	1	3
LOC102551080	0	1	0	0	0	0	0	0	1	0	0	0	0	0
AABR07001623.1	4	2	0	0	0	0	52	8	14	0	0	0	0	0
AABR07001634.1	8	4	0	0	19	42	7	10	73	134	42	19	8	0
AABR07001640.1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
LOC100911027	8	3	5	7	0	0	1	1	1	4	1	0	0	0
Smok2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001662.1	2	3	0	0	1	2	6	2	1	2	0	0	0	0
RGD1561667	4	4	0	0	5	0	22	20	2	1	0	0	0	3
AABR07001700.1	13	6	20	15	19	31	82	60	22	20	16	11	31	19
AABR07001699.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001700.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001723.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001734.1	940	926	10	2	925	733	6100	4101	819	169	19	7	1	86
Vom2r9	0	0	1	0	2	0	1	0	0	1	0	0	2	0
Dact2	38	21	4	48	17	26	51	48	42	22	3	3	0	10
Smoc2	8	2	23	24	19	15	11	14	216	168	16	7	29	15
AABR07001762.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thbs2	10	5	15	16	9	10	12	9	21	63	9	27	83	135
AABR07001764.1	3	0	0	0	0	0	1	0	1	1	0	1	0	1
AABR07001764.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr27	1276	1160	567	713	2461	3312	1679	1455	1661	1101	366	146	283	511
AABR07001766.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001766.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001766.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100125364	77	39	10	40	23	26	27	19	30	31	23	9	5	36
Phf10	267	206	151	333	340	383	239	189	451	350	587	328	306	508
Tcte3	17	22	7	1	7	13	8	21	35	6	16	8	2	8
Ermard	316	386	157	234	780	971	508	522	1014	571	1167	525	741	772
Dll1	10	7	1	1	37	73	77	101	40	42	27	19	238	264
Fam120b	684	440	269	397	719	638	605	606	917	853	647	291	525	976
Psmb1	353	310	288	399	655	857	406	581	762	623	633	366	301	461
Tbp	305	202	73	107	134	157	157	132	254	106	114	81	26	199
Pdcd2	247	165	17	104	58	108	104	79	153	92	152	47	6	189
Prdm9	30	11	16	10	62	51	21	10	41	13	71	42	8	14
AABR07001780.1	4	0	0	0	6	0	1	1	0	0	0	0	0	0
Chd1	827	634	564	1017	1020	1472	823	783	1503	1084	1669	671	841	1444
Rgmb	461	332	134	220	59	73	104	114	200	116	596	222	192	87
AABR07001799.1	7	2	27	21	20	21	13	12	14	15	81	37	23	24
AABR07001807.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001807.1	3	2	6	4	4	7	4	1	3	4	2	2	8	6
AABR07001820.1	0	1	0	1	0	0	0	0	0	1	0	0	0	0
Riok2	138	113	86	178	188	340	177	153	252	166	242	125	97	168
Lix1	90	42	20	17	24	26	30	53	740	577	92	42	40	20
LOC100912445	26	14	31	34	15	26	17	13	31	37	43	10	13	28
Mir99b	4	0	9	3	4	0	1	3	5	3	0	0	1	3
Mir3596c	0	0	10	12	1	1	2	0	2	3	3	0	0	6
Mir125a	2	0	4	2	0	1	2	3	0	14	0	0	0	0
LOC688452	737	565	471	771	713	665	738	545	1444	964	1006	379	468	868
Has1	306	222	34	36	164	162	120	81	114	52	17	4	26	55
Fpr1	3	1	0	1	20	13	1	4	0	0	0	0	0	0
AABR07001850.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Fpr2	0	0	0	0	1	3	0	0	0	0	0	0	0	0
Fpr-rs3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vom1r6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r7	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AC091336.1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Vom1r8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vom1r9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r10	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Vom1r11	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vom1r12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103690997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r1a	967	513	430	305	602	706	405	399	675	584	631	336	507	725
Vom1r-ps112	0	1	0	0	0	0	0	1	8	0	0	0	0	0
AABR07001880.1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
LOC100365363	110	70	12	17	98	55	35	45	46	35	50	13	10	29
Vom1r19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102552527	43	35	2	1	26	27	38	24	55	27	47	19	5	6
Zfp54	30	16	3	8	61	42	31	37	39	29	45	11	139	30
Zfp53	58	62	2	4	34	28	26	17	38	12	67	18	1	3
Zfp52	384	337	455	350	535	546	317	235	494	260	422	202	159	407
AABR07001896.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp51	89	71	12	47	113	113	50	55	101	26	128	42	27	173
RGD1565566	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Vom1r22	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Vom1r23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC682206	81	44	115	123	40	97	77	63	116	148	113	121	124	177
AABR07001905.1	56	55	19	46	54	54	19	10	13	5	4	0	8	3
AABR07001910.1	0	3	0	0	6	3	1	0	4	1	1	0	0	0
AABR07001916.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07001923.1	10	9	0	1	6	12	3	4	4	0	1	0	3	0
LOC102555377	109	98	58	75	279	473	193	195	305	200	216	117	40	268
AABR07001926.1	0	0	1	0	7	19	1	0	0	1	0	0	0	0
AABR07001926.2	1	2	0	1	3	16	1	0	2	2	3	1	2	21
AABR07001926.3	25	24	6	0	8	15	6	4	8	3	9	0	4	1
AABR07001929.1	152	125	36	76	150	168	115	99	156	111	129	40	80	130
AABR07001942.1	68	67	40	48	150	176	69	76	76	65	56	25	2	69
Zfp40	120	103	2	10	63	20	23	17	26	6	40	13	1	8
Vom2r15	1	1	0	3	1	4	0	0	1	2	0	0	0	2
LOC682419	58	92	49	100	414	573	123	136	263	258	406	166	629	663
Vom2r16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100365824	1	2	8	13	5	3	2	0	1	3	5	3	3	2
Vom1r110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100911184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zik1	1	0	5	3	2	1	2	0	0	2	3	0	0	1
AC098462.1	0	1	1	2	1	6	0	0	3	0	1	0	0	0
Vom1r30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07071874.1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Vom2r26	4	4	6	16	15	16	1	5	7	10	9	2	5	6
Lilrc2	0	1	1	0	0	0	1	0	0	0	2	0	1	0
Nilr1	0	0	0	0	1	0	0	1	1	0	12	0	0	0
Lilrb3l	29	28	146	78	35	75	19	25	70	413	98	55	131	81
AABR07002001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps9	1	4	1	4	1	0	5	4	2	8	1	2	6	0
Tsen34l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat7l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmc4	5	0	7	5	1	1	5	6	9	10	2	2	2	4
Pirb	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsen34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leng1	20	17	8	19	7	11	9	8	34	39	25	3	9	26
Cnot3	446	376	615	689	514	740	402	446	716	808	760	368	404	816
Mir3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf31	107	51	194	203	107	136	68	82	168	224	127	87	97	186
Tfpt	174	124	122	105	99	96	96	72	181	156	215	111	34	134
Ndufa3	104	85	107	105	188	223	187	180	243	228	185	80	120	195
Oscar	2	3	0	3	13	1	2	0	11	2	0	1	4	1
AC103574.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarm1	2	0	3	2	3	2	3	1	3	5	0	1	4	2
Cacng6	4	3	5	16	1	2	4	7	3	12	5	2	8	6
Cacng8	110	73	7	10	4	4	682	686	1130	1031	65	44	188	1061
Mir935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng7	1497	1229	936	1180	3894	4538	1876	1917	2392	2443	741	457	1786	3939
Prkcg	457	369	28	36	23575	30498	3523	3644	1585	1495	185	88	113	797
Myadm	429	271	60	95	173	231	123	133	159	120	118	75	449	570
Olr1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103689958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp12	2	1	10	3	6	9	1	3	9	10	12	4	11	5
Mir295-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir291b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir291a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC292543	0	0	7	3	2	3	2	2	3	9	1	0	6	3
Vom2r27	4	0	152	108	20	24	11	5	12	18	29	6	31	35
LOC102552284	102	72	10	5	97	23	49	38	63	17	60	5	2	8
AABR07002010.1	51	43	10	37	54	20	41	27	92	25	98	42	31	22
Vom2r12	4	6	7	10	8	20	12	8	14	20	7	15	8	14
Vom2r80	264	322	107	177	499	595	221	212	265	182	359	95	141	242
AABR07002025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002044.1	1	0	0	0	3	4	0	2	3	5	0	0	10	2
Vom2r19	0	1	0	0	5	1	1	1	1	0	0	0	2	0
Mzf1	130	127	58	42	205	249	78	52	194	133	71	18	132	82
Ube2m	145	56	265	253	121	188	97	119	185	314	184	76	72	149
Chmp2a	321	133	325	368	280	215	152	136	226	372	117	66	160	120
Trim28	413	269	651	631	499	1051	281	420	512	920	588	292	345	356
Zbtb45	29	27	47	63	15	2	17	24	43	22	31	18	4	44
Slc27a5	27	29	15	39	58	55	53	90	128	119	31	29	38	18
Zfp446	234	145	133	210	137	278	196	214	320	425	169	107	118	335
Zfp324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002066.2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Rnf225	2	10	6	19	1	7	2	3	3	4	3	2	4	5
Rps5	55	23	41	11	7	9	11	12	31	34	66	27	5	8
Zscan22	49	26	42	17	73	95	13	36	33	34	32	22	1	5
Zfp128	129	64	36	101	45	145	50	45	79	73	69	52	12	49
Zfp110	354	250	141	171	178	227	186	162	387	236	434	129	125	175
AABR07002068.1	62	45	48	47	279	542	65	113	84	109	58	13	40	47
Zfp329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom2r36	30	22	106	93	57	114	30	34	65	59	62	30	70	49
Vom2r33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir295-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC691722	129	126	119	115	221	372	211	258	327	336	221	130	52	70
Zfp606	317	301	88	237	249	439	330	358	456	305	434	199	105	538
AABR07002093.1	2	2	3	5	17	15	7	4	6	2	5	3	2	1
AABR07002094.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100365062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100909481	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC100909792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r-ps55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp551	32	18	7	2	50	63	31	16	25	17	7	0	0	1
Vom1r48	1	1	3	4	19	2	1	0	1	3	1	0	2	0
RGD1564617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r47	1	0	0	0	18	10	4	1	0	1	0	1	0	0
Vom1r46	3	0	0	0	10	6	1	0	5	0	0	0	0	0
AABR07071871.1	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Vom1r45	1	0	0	0	2	0	0	4	2	0	0	0	0	1
AC096201.1	0	0	4	2	12	2	3	3	1	6	2	4	1	6
Vom1r44	0	0	1	1	0	2	1	2	0	0	0	0	0	0
Vom1r43	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LOC691661	2	5	0	0	12	7	3	5	5	5	2	6	0	1
Vom1r42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100362054	1	0	0	0	5	17	1	1	1	1	0	0	0	3
LOC103690016	8	3	4	7	25	18	7	9	11	16	0	2	2	3
Vom1r40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910563	0	0	0	1	1	1	0	0	1	2	1	0	1	0
LOC102551504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100911224	0	0	0	3	0	1	0	0	0	0	0	0	2	0
Lnpep	22	25	46	38	20	28	17	19	42	28	45	24	18	72
Vom1r27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002187.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga2	0	0	1	0	1	0	0	0	0	2	0	0	0	0
LOC102546678	0	0	3	1	0	1	0	0	1	1	0	0	5	0
Nlrp4a	7	9	59	56	21	40	25	19	27	38	29	14	48	42
AABR07002241.1	1	3	5	5	3	4	2	1	3	2	2	0	3	6
Vom2r28	2	4	2	6	4	5	1	1	3	3	1	0	2	10
Zfp418	68	48	23	44	47	98	34	42	58	42	131	35	12	20
AABR07002247.2	5	5	0	0	0	0	0	0	2	0	0	0	0	0
AABR07002247.1	115	79	7	13	59	26	40	43	49	10	52	17	21	36
AABR07002247.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp772	16	16	6	10	12	16	9	12	24	21	40	7	19	39
NEWGENE_1305281	8	2	13	7	11	8	5	4	4	15	20	10	11	7
Sass6	116	116	58	109	16	22	22	22	97	29	372	121	13	57
Zfp773	10	6	7	0	4	3	4	1	11	1	5	4	9	0
Zfp954	22	8	10	23	11	30	29	27	28	35	58	7	2	73
LOC102547412	2	1	1	14	13	7	2	3	4	3	5	1	7	5
Aurkc	110	79	161	132	96	192	121	111	271	255	164	141	159	217
Usp29	221	190	67	106	41	80	59	80	105	77	26	13	24	63
AABR07002258.1	113	87	99	81	11	46	52	62	43	54	16	1	38	108
AABR07002258.2	0	0	2	1	0	0	0	1	0	0	0	0	0	1
Mir3099	0	3	0	2	0	0	0	0	1	0	0	0	0	0
AABR07002260.1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Peg3	7216	4174	3241	3677	5963	5501	3508	3085	2886	1759	1175	546	2481	2088
Apeg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zim1	13	8	14	16	50	28	19	10	205	161	10	6	182	96
AABR07002262.2	0	0	4	0	1	2	0	0	4	3	0	0	0	3
AABR07002262.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr4	1	0	2	6	2	3	0	0	1	1	0	0	3	1
Olr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002267.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Smim17	31	29	30	9	107	157	133	93	117	64	8	5	5	76
Zfp28	52	33	12	20	69	73	39	45	59	64	44	15	44	113
Zfp78	68	51	17	55	90	87	39	26	75	52	71	9	63	11
AABR07002337.1	45	30	51	56	111	216	46	60	215	198	176	72	174	276
Zfp583	111	97	60	86	50	80	70	37	84	47	110	28	67	145
Zfp667	242	152	454	579	102	71	140	83	138	86	81	29	110	156
Zscan5b	0	0	1	2	0	0	0	0	0	0	0	1	1	0
Galp	4	0	5	11	9	3	2	1	3	2	4	1	6	2
Zfp444	452	267	244	414	489	639	187	309	435	378	406	260	269	271
Zfp787	126	116	128	147	270	259	137	153	362	297	340	128	518	185
Nlrp5	17	23	10	10	13	6	11	3	20	6	5	5	7	8
Vom2r71	2	1	9	6	3	13	4	2	5	6	6	1	4	3
Nlrp4	2	1	8	4	1	5	1	1	1	4	3	2	5	2
AABR07002351.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002351.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002353.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp9	7	8	11	10	13	16	7	12	7	13	7	5	6	11
AABR07002353.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002380.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002382.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rasl2-9	0	0	4	0	0	1	0	0	0	0	1	0	1	1
Rfpl4a	2	1	2	1	1	2	0	1	2	0	0	1	2	1
Epn1	318	183	1044	1325	1053	1351	375	420	1300	2363	1376	715	2279	1037
U2af2	406	374	1491	1704	1080	1683	751	920	1930	2988	2493	1342	2499	2440
Ccdc106	31	13	11	10	48	124	11	16	48	31	13	9	20	101
Zfp580	13	3	3	1	10	14	5	9	11	4	0	0	0	2
AABR07002384.2	1	1	0	0	0	0	0	0	0	3	0	0	0	0
Zfp865	106	69	15	28	131	70	49	46	87	73	115	64	52	108
AABR07002384.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100911196	92	66	12	39	52	35	36	21	54	40	73	28	11	49
Zfp524	13	9	4	1	4	10	11	7	4	12	12	5	1	1
Fiz1	92	41	15	28	45	53	30	23	49	50	97	20	13	25
Zfp579	43	49	12	44	142	100	21	32	102	159	171	79	453	195
Sbk3	0	0	0	0	0	8	0	0	0	0	1	0	0	0
Sbk2	0	0	0	1	2	6	0	1	0	0	0	0	0	0
Ssc5d	65	31	51	26	28	26	57	27	173	195	43	8	21	127
Nat14	10	10	17	19	0	20	10	10	36	65	5	6	15	19
Zfp628	44	21	4	11	2	47	8	6	19	39	9	12	2	4
LOC684270	129	107	197	173	188	236	191	134	412	265	425	170	39	135
Isoc2b	66	42	94	59	98	139	75	67	193	194	97	34	30	63
Shisa7	92	87	34	26	23	26	89	99	202	200	21	16	665	473
Ube2s	37	23	53	35	7	17	30	28	42	60	60	9	90	101
Rpl28	55	23	44	27	17	23	27	15	23	40	16	44	3	25
AABR07071876.1	2	0	1	0	0	0	1	1	2	1	0	4	0	0
Tmem190	72	45	14	77	1	1	19	17	27	28	32	13	3	17
Il11	10	7	11	44	2	7	6	11	24	9	13	3	7	10
Fam71e2	5	4	4	4	6	4	2	5	6	2	10	3	1	0
Cox6b2	1	0	0	0	0	0	0	2	7	5	10	0	45	40
Kmt5c	188	244	230	361	312	652	366	547	1268	1871	1268	698	1092	993
AC097997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
