Gene	1464_lt_granule	1465_lt_basket	1463_lt_glia	1468_zh_granule	1469_zh_basket	1467_zh_glia	1410_sg_granule	1426_sg_basket	1394_sg_glia	1411_or_granule	1427_or_basket	1395_or_glia
RSBN1	1315	614	554	1201	496	573	2548	983	615	1487	641	2964
AP4B1	145	71	92	154	91	141	285	131	56	236	148	621
MAGI3	3525	1054	1625	3225	1108	1914	7406	2336	2014	3314	1678	6955
AMPD1	1	1	1	0	5	1	1	0	0	1	0	3
TRIM33	3633	2309	2196	4763	2287	2342	7572	4912	1861	4884	4052	11197
TSPAN2	10	3	1	2	6	4	105	0	2	23	4	51
SYCP1	14	19	18	10	7	12	16	14	10	17	10	67
MAB21L3	28	40	10	22	89	7	35	142	8	35	218	86
CASQ2	12	46	10	7	31	6	26	53	9	20	38	93
SLC22A15	1678	1722	3104	1457	1752	2324	2969	3152	1992	1728	3162	14945
CD58	2	26	93	0	38	148	4	61	133	3	50	519
VTCN1	0	2	1	1	1	0	2	5	2	2	2	7
LOC101929099	3	9	16	0	8	6	0	14	10	0	77	22
IGSF3	0	862	41	3	610	29	8	1296	42	1	1063	231
PTGFRN	18	328	442	15	322	648	36	716	583	19	544	2462
LINC01525	1	2	3	1	6	1	5	2	2	4	0	12
SPAG17	77	163	43	108	164	99	157	204	19	95	206	158
LOC101929147	1474	1203	1812	1348	1290	2056	2070	1947	1478	1243	1597	7966
REG4	3	1	0	1	3	0	2	1	1	5	1	4
NBPF8	240	25	139	142	52	120	356	87	208	315	57	917
NOTCH2	22	103	2114	26	153	2852	37	198	2851	29	256	13102
SRGAP2C	3577	610	519	4052	659	404	5622	907	240	4269	1034	2447
HIST2H2BA	238	127	41	368	87	99	330	145	15	269	157	199
NBPF15	1421	90	240	1434	146	176	2782	238	221	1881	297	1384
SRGAP2D	1655	247	77	1373	152	52	1681	179	49	1824	400	450
GPR89A	1029	471	306	1190	424	362	1861	905	190	1249	730	1633
NBPF20	277	13	38	224	16	39	419	10	34	393	25	139
FAM72D	3	2	2	3	3	4	7	5	5	8	14	15
SRGAP2B	3972	862	478	4703	745	357	7076	1328	175	4984	1258	1999
ANKRD35	68	1	6	53	0	6	82	4	11	113	5	96
FMO5	1045	384	561	891	406	543	1741	698	512	1308	816	3457
BCL9	1413	324	994	1403	511	1354	2667	993	1227	1937	967	6032
LINC00624	24	22	39	14	15	31	45	33	34	26	29	205
NBPF11	427	86	572	287	79	541	706	136	502	594	103	2591
GPR89B	991	640	393	1250	417	503	1580	992	296	1089	855	2049
LOC101927468	156	24	93	171	57	147	164	71	55	96	31	305
VPS45	2175	1543	906	2427	1633	1221	4963	4456	1151	2642	3040	4708
CTSS	35	90	32	53	84	18	134	217	14	101	298	126
PRPF3	669	584	703	649	459	752	1199	1244	576	1010	806	3796
ARNT	1682	886	1155	1511	670	1118	3262	1837	1217	2172	1473	5818
RPRD2	4029	2494	2394	4205	2322	2616	9088	5002	2277	5303	4080	13132
TDRKH	551	133	212	473	165	190	894	412	157	685	258	1311
PSMD4	82	117	93	90	90	104	192	154	140	151	197	698
CGN	150	171	100	198	115	146	381	263	68	306	238	672
SNX27	2600	2322	2088	2755	1925	2327	4961	3444	1618	3284	3611	9779
FLG	1	9	2	1	35	19	0	30	1	0	22	68
LCE2A	0	0	0	0	0	0	0	0	0	0	0	0
GATAD2B	3593	2251	3468	3952	1873	3052	6978	4153	2508	5549	3582	17001
INTS3	556	666	916	566	664	1061	1146	1225	1423	1084	999	6413
KCNN3	26	19	2361	27	70	3657	51	19	3013	44	107	13686
ADAM15	0	0	0	0	0	0	0	0	0	0	0	0
TDRD10	0	3	30	2	2	96	3	4	55	4	15	367
PMVK	47	52	37	140	74	192	69	73	48	73	26	204
LOC100505666	0	0	7	0	5	2	2	0	1	3	0	0
GON4L	622	557	815	665	576	896	1222	1060	785	1025	993	4957
FDPS	101	81	198	82	100	276	203	149	309	233	193	2058
ASH1L	4617	3143	3773	5065	2840	3867	10133	5959	3236	7282	5088	18266
DAP3	275	345	300	276	433	340	567	712	155	413	639	1759
LMNA	461	805	339	630	963	829	1196	1664	560	952	1556	2916
ARHGEF2	436	99	814	452	148	750	883	147	567	923	173	4715
MEF2D	621	564	506	868	668	1066	1627	852	473	1792	826	3323
ARHGEF11	3029	2132	1793	3728	2473	2178	5993	4322	1851	4321	3911	11565
FCRL1	1	0	0	1	1	1	0	0	1	1	1	1
KIRREL	4	1430	124	1	2150	190	5	3489	232	4	3333	1606
FCRL3	3	1	1	1	0	1	4	2	1	1	1	4
FCRL5	2	2	2	0	2	1	4	3	4	2	2	6
OR10K1	0	0	0	0	0	0	0	0	0	0	0	0
COPA	1544	981	2002	1481	872	2013	2787	1850	1443	2077	1836	11893
KCNJ10	28	18	3681	20	111	3593	61	68	4059	51	251	26682
ATP1A4	11	9	70	13	8	198	19	13	245	23	49	1198
NECTIN4	0	0	0	2	1	2	6	0	1	1	1	5
CD84	2	3	18	1	2	14	4	4	2	2	22	137
SDHC	348	478	311	300	379	272	615	767	298	521	783	2017
CD48	0	7	6	1	29	8	8	51	4	2	14	10
LY9	2	10	0	0	45	3	4	80	0	1	26	7
FCER1G	1	1	0	4	6	7	2	1	2	8	2	21
NOS1AP	2961	18989	7657	3514	13835	14058	5027	33707	11666	3555	33587	46478
ATF6	3140	1370	2082	3252	1411	2249	6007	2734	1577	3588	2782	9608
SH2D1B	1	1	0	2	0	4	2	12	1	3	1	13
OLFML2B	5	12	33	1	4	21	12	29	17	27	57	134
DDR2	84	76	838	123	95	2607	211	123	1028	104	193	5189
RGS5	405	372	941	367	391	806	753	795	668	461	757	4460
HSD17B7	191	182	377	166	122	679	251	179	192	184	169	1577
LOC101928404	0	0	0	0	0	0	0	0	0	0	0	0
RXRG	0	0	39	0	11	105	2	1	63	0	7	142
LMX1A	1	4	18	3	20	30	5	9	37	3	6	58
LOC400794	0	0	3	3	10	2	7	3	0	1	6	35
FAM78B	2208	2029	662	2425	1853	519	5466	4389	671	3328	3961	2889
POU2F1	9192	4177	4706	10512	3556	5802	17918	7212	4731	12075	6530	26227
MAEL	113	86	88	150	49	138	132	159	69	168	84	617
CD247	93	167	54	136	251	40	353	774	87	266	476	419
POGK	296	326	314	303	438	367	689	594	245	562	539	2283
DUSP27	2	7	1	1	0	0	1	7	2	2	0	23
RCSD1	1	0	56	10	16	35	3	14	14	1	19	305
DCAF6	2438	1184	2039	2740	1455	2241	5065	2559	2148	2684	2397	8180
ADCY10	295	207	92	285	170	100	559	440	60	281	345	311
TBX19	0	9	75	2	3	73	1	3	39	3	7	526
NME7	1661	1364	1572	1691	1514	1708	3191	3137	1354	1722	2366	6562
SELP	1	44	20	4	146	35	10	165	20	6	146	282
LINC00970	587	1402	148	481	2366	107	1416	4172	94	386	2844	533
SLC19A2	293	449	185	538	483	674	593	938	205	333	767	1175
KIFAP3	3403	2386	1882	3453	2457	1884	6582	4770	1329	3291	4268	7046
LOC101928650	56	24	39	30	26	38	173	52	29	49	19	182
PRRC2C	4839	3702	5720	5537	4845	4906	10599	7526	4602	6835	6236	27074
MROH9	5	6	1676	5	30	2077	13	33	2440	13	12	9224
VAMP4	952	551	402	1059	485	442	1800	846	300	1259	868	1669
CENPL	29	25	44	32	30	43	77	139	30	29	71	216
RC3H1	1859	761	1234	2100	764	1331	4167	1523	1138	2570	1372	6502
LOC100506023	3683	1468	2336	3684	1514	2719	7057	3081	2212	5126	3439	12550
SLC9C2	28	62	132	15	73	194	37	234	85	29	287	1179
RABGAP1L	27928	8745	8134	27328	7497	8359	43286	14377	6691	27953	12690	38787
TNR	2084	6627	28236	5983	13075	38692	4241	20289	37757	2417	14422	171182
ASTN1	5845	8530	2866	7333	9594	3281	11377	17526	3205	7427	15063	15233
PAPPA2	166	184	255	184	230	519	515	473	388	229	449	2783
TEX35	0	1	0	0	0	0	0	0	0	0	0	0
RALGPS2	1835	1164	449	2217	1129	537	3551	2571	345	2140	2130	1952
ABL2	2138	1793	1162	2234	1450	1308	3815	3132	1227	3083	2567	6558
FAM20B	441	417	298	423	312	291	844	632	323	570	590	1760
NPHS2	3	4	7	4	5	4	6	5	7	6	2	10
AXDND1	18	89	116	12	64	68	35	61	88	27	73	391
CEP350	3482	2210	3297	3700	2153	3337	7060	4105	2731	4364	3409	15716
XPR1	3293	2022	1686	3861	1792	1912	6002	4235	1412	3626	3264	8097
STX6	1133	617	830	995	505	988	1988	1071	606	1643	931	3449
CACNA1E	1806	71	1733	1130	160	4391	3207	116	4127	947	138	9748
ZNF648	4	8	7	3	1	3	2	1	16	6	1	51
NMNAT2	13642	6358	1309	15681	5755	1609	25788	9466	1470	18471	10587	5476
LAMC2	165	14	3	169	12	7	218	21	2	411	15	7
RNASEL	0	45	54	16	35	85	9	49	69	29	60	519
LAMC1	1881	993	588	1854	1010	954	3096	1902	637	2425	1697	3425
DHX9	1132	847	976	1013	674	1129	2157	1572	749	1555	1337	5265
RGL1	4107	1535	5294	4329	1414	5626	7667	2792	4439	4581	2335	26172
ARPC5	110	20	173	164	41	179	331	74	111	170	56	738
COLGALT2	1981	14	4459	2263	91	3660	4262	44	2273	2238	157	24840
SWT1	455	415	1323	552	362	1129	837	704	903	520	730	4924
FAM129A	28	13	118	23	20	362	183	44	157	23	35	523
RNF2	542	216	396	516	179	416	1244	494	334	660	507	2233
HMCN1	30	48	51	31	37	51	44	53	32	37	66	193
C1orf27	1443	842	1073	1404	780	917	3148	1265	728	1436	1273	5086
PLA2G4A	4	3	42	5	17	39	9	6	6	9	16	161
LINC01036	1756	66	94	1702	59	113	2753	50	96	2445	91	471
LOC440704	6	8	8	9	8	3	12	3	4	8	8	43
BRINP3	5095	45	4747	6073	276	7675	9419	155	6483	5534	308	25684
TROVE2	1139	969	960	1256	898	943	2982	1539	836	1572	1348	3572
LINC01031	35	5	17	36	16	16	54	21	4	78	49	121
CDC73	2836	1742	2442	2825	1822	2574	5264	3442	1883	3341	2726	11662
KCNT2	23	17	2624	9	60	4834	9	27	4041	5	85	10633
CFH	3	9	105	1	7	161	2	17	164	10	7	170
CFHR5	0	1	2	4	2	3	6	2	1	4	3	4
DENND1B	1882	1013	937	1986	1117	1493	3193	1802	1327	2213	2235	7094
LHX9	0	0	0	0	0	0	1	0	0	1	0	1
CRB1	2656	1297	3604	3064	1615	5566	6084	2594	5337	3466	2659	23947
PTPRC	5	1	90	3	33	60	14	33	12	2	53	393
MIR181A1HG	1707	1285	3612	2094	2427	2155	3004	3806	1907	1902	3215	14861
NR5A2	8	10	24	5	14	14	10	18	9	10	19	86
IGFN1	2	2	27	1	2	13	3	6	11	0	7	71
ZNF281	163	79	150	187	94	167	426	227	120	271	161	872
CAMSAP2	4293	4379	3624	4641	3669	3926	8691	8035	3354	5318	6005	17435
CACNA1S	0	3	8	2	1	9	4	3	29	5	6	62
LOC101929224	32	40	95	14	18	78	48	29	118	24	14	342
NAV1	19	758	1029	17	1346	1637	37	2102	1600	45	1707	7559
IPO9	1217	967	909	1157	840	1084	2566	2082	1027	1769	1525	5631
LGR6	3	9	2008	10	86	4355	9	4	2956	7	111	16955
IPO9-AS1	12	33	24	7	19	20	10	41	26	12	31	93
ADORA1	248	23	843	259	89	669	863	219	805	496	37	6033
KLHL12	243	243	254	181	157	195	488	462	206	337	447	1231
PPFIA4	2638	956	146	2563	940	140	5479	1813	317	5723	1464	755
SYT2	3721	7752	479	2875	7609	345	9142	17912	644	6664	16811	3295
KDM5B	1090	561	627	1153	501	811	1961	1131	495	1491	999	3207
SOX13	80	28	861	44	48	900	112	96	971	86	43	6037
ATP2B4	1054	19	2499	1008	70	3298	1442	35	2794	1516	102	14366
GOLT1A	19	296	18	38	271	21	48	600	30	37	413	65
PLEKHA6	2482	4530	1958	2861	4863	3278	5310	7758	3490	4497	7398	15573
ZC3H11A	1500	988	1938	1578	854	2113	2877	2134	1821	2129	1550	10716
NFASC	3630	4618	12546	3986	5650	9166	7444	9175	7426	6246	8175	72026
LEMD1	188	15	10	188	26	14	410	28	18	333	81	55
TMCC2	360	140	517	400	132	823	752	193	273	732	146	3648
SRGAP2	13429	2061	1554	15156	2201	1297	27021	3406	839	17835	3163	7737
SLC26A9	1	3	29	4	18	37	1	2	4	5	22	160
MAPKAPK2	236	1318	445	398	1520	741	652	2672	366	455	2778	2795
CD55	590	424	948	917	319	589	1166	818	246	598	739	5605
CR2	1	5	2	2	4	2	3	8	0	2	7	24
C4BPB	7	5	9	5	10	8	11	5	21	11	37	100
FCAMR	0	0	0	1	0	0	0	0	0	0	2	2
IL19	1	2	0	0	1	3	1	1	1	1	0	1
PLXNA2	5583	827	1637	7583	889	2673	11603	757	3233	8465	1141	10227
CAMK1G	49	108	8	24	117	1	49	46	10	37	159	30
SYT14	7368	4113	1886	6283	4213	1482	14379	8472	1411	8045	7026	8854
DIEXF	88	89	188	111	83	97	217	185	174	175	201	1046
HHAT	107	140	585	128	165	400	208	416	418	161	441	2831
SERTAD4	27	0	47	17	2	123	92	4	97	63	1	292
RCOR3	2711	1498	2155	2779	1544	2213	5991	3135	1915	3245	2863	9758
LINC00467	8	37	267	14	44	137	11	64	132	5	92	882
INTS7	481	326	788	511	359	776	931	631	540	506	462	3741
ATF3	6	7	26	234	79	1398	30	50	4	16	68	200
PPP2R5A	625	323	1990	986	472	2043	1113	496	1071	659	603	9480
DTL	4	5	5	10	7	6	13	5	2	11	3	17
NSL1	2662	1521	1740	2406	1256	1497	5481	3097	1250	3144	2224	7956
RPS6KC1	2813	2162	3268	2772	2236	2596	4866	4471	2034	3061	3915	12338
PTPN14	39	22	537	26	63	632	57	75	568	23	88	2411
PROX1	1081	10	1412	1855	66	2369	2489	14	1186	1418	59	7141
SMYD2	331	310	72	324	530	84	743	1028	109	300	866	491
KCNK2	4	6	177	6	22	171	14	14	123	7	35	677
KCTD3	1846	1012	1430	1566	745	1173	3402	1865	1009	2010	1678	6193
GPATCH2	616	748	855	612	613	1045	1015	1419	945	715	1403	4780
SPATA17	20	89	166	13	77	205	23	153	189	22	110	669
TGFB2	15	30	728	27	45	1244	22	24	1183	18	64	3488
MIR548F3	57	185	316	55	316	621	95	643	477	75	619	1862
BPNT1	114	52	149	81	40	155	212	148	242	155	127	989
MARK1	3073	1074	2304	3138	1131	2811	5930	2345	2457	3148	1716	10980
HLX-AS1	113	134	69	100	61	66	205	366	79	164	327	265
AIDA	347	209	201	347	168	265	692	387	183	389	246	841
TAF1A	155	93	164	178	139	133	274	237	103	179	235	1055
DISP1	1379	761	1323	1293	629	1369	2479	1002	1106	1672	1167	6027
NVL	887	773	928	838	572	807	1629	1445	742	1205	1205	4610
CAPN2	882	683	1555	858	774	1778	1738	1317	2096	1523	1359	10473
FBXO28	547	321	334	527	374	423	1146	814	352	730	658	2228
CAPN8	3	4	11	5	9	8	5	9	4	12	10	72
DNAH14	78	5300	299	74	4971	265	114	8902	264	78	7354	1297
CNIH3	58	139	147	78	585	195	162	328	245	103	533	927
EPHX1	47	137	968	50	187	1059	184	240	1083	111	384	8939
PARP1	461	575	392	578	483	464	908	961	231	791	724	2553
ENAH	1046	1107	2445	1153	1372	2536	2548	2769	1490	1481	2227	12889
CDC42BPA	9909	6361	10260	11106	7156	10546	19754	13371	7481	12274	13334	45719
PSEN2	171	172	51	161	201	58	326	245	40	337	292	217
WNT9A	20	1	11	9	2	6	22	2	0	29	0	55
ZNF678	1260	379	1039	1294	526	1219	2312	1052	1022	1388	685	5703
OBSCN	1731	811	69	1751	781	95	2300	671	91	2245	977	660
HIST3H2BB	0	0	0	2	0	0	3	0	0	3	1	1
RHOU	20	27	849	205	69	908	109	72	494	76	79	4620
NUP133	1012	680	924	1201	527	860	1999	1391	630	1553	1042	4960
PGBD5	1797	1867	1574	2395	2059	1870	3380	4037	1168	3385	3373	8315
GALNT2	1405	1337	2529	1389	1466	3455	2777	3149	2632	2037	2958	17764
SPRTN	134	52	85	183	121	108	306	149	98	154	170	668
TTC13	1350	1015	1111	1375	938	1198	2986	1967	866	1810	1812	5170
LINC00582	0	0	0	0	0	0	0	0	0	0	0	0
TRIM67	636	2357	80	808	3884	69	1980	5316	70	1239	4127	646
PCNX2	8556	5573	2443	9341	5315	2908	16726	10392	2605	10778	8981	12986
SLC35F3	11821	3761	1476	13834	5725	1506	19600	4280	986	13306	7029	7318
LYST	4770	1450	1865	5113	1487	1656	11291	3014	1567	6553	2812	8043
ARID4B	4397	2390	4006	4995	2160	4415	8350	5148	2814	5424	4049	19853
TBCE	646	409	496	572	388	432	1003	730	329	871	797	2419
RBM34	223	207	243	236	167	207	510	424	229	388	250	1511
MIR5096	388	413	276	544	521	365	1315	1255	376	868	852	1916
EDARADD	5	13	11	6	21	24	13	102	35	8	45	146
MTR	1665	1674	2035	1706	1824	2269	2738	3049	1714	2024	2862	10736
ACTN2	6	36	809	10	67	935	7	30	1017	6	56	6522
NID1	83	78	309	75	42	499	152	186	271	44	99	1537
GPR137B	776	1013	988	766	826	1227	956	1862	764	852	1706	5611
HEATR1	317	228	329	272	192	297	608	333	231	481	602	1719
RYR2	26841	7208	1368	28210	7019	991	52809	16559	823	35926	13551	8047
LOC100130331	3	1	4	1	1	5	6	2	6	4	4	12
CHRM3	15	12	30	6	8	11	19	43	48	15	62	139
GREM2	12	122	51	9	152	23	83	416	47	25	311	186
WDR64	7	61	43	5	34	49	16	52	80	10	79	299
BECN2	0	0	0	0	0	0	0	0	0	0	0	0
KMO	6	10	15	2	10	16	6	23	3	6	5	38
CEP170	3799	1655	3460	3684	1781	3461	7413	3353	2682	4703	3223	15505
AKT3	23869	8997	16886	25446	8192	19481	40408	15546	15785	27836	15107	78489
ZBTB18	5127	2611	599	5036	2051	643	9445	3695	640	8415	3337	2792
LOC339529	66	302	369	40	234	494	95	388	406	112	425	1606
EFCAB2	1936	1831	1555	1772	1612	2359	3663	4108	1898	2195	2862	10309
COX20	1202	549	831	1527	532	1602	3117	1204	863	1534	902	4765
C1orf101	749	349	1042	576	456	951	1383	867	862	920	834	4804
ADSS	1242	1060	2578	1196	937	1664	2950	2091	1334	1321	1616	12818
ZNF670	0	0	0	0	0	0	0	0	0	0	0	0
TFB2M	131	135	94	163	104	66	307	270	84	201	146	554
ZNF670-ZNF695	75	74	11	85	67	17	144	94	12	85	94	45
OR2L13	2167	1452	2954	849	1394	1499	389	578	562	232	953	8175
WASH7P	10	13	34	18	34	30	83	77	51	48	28	266
MIR1302-10	0	0	0	0	0	0	0	0	0	0	0	0
MIR1302-9	0	0	0	0	0	0	0	0	0	0	0	0
MIR1302-11	0	0	0	0	0	0	0	0	0	0	0	0
FAM138C	0	0	0	0	0	0	0	0	0	0	0	0
FAM138F	0	0	0	0	0	0	0	0	0	0	0	0
MIR6859-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR6859-4	0	0	0	0	0	0	0	0	0	0	0	0
MIR1302-2	0	0	0	0	0	0	0	0	0	0	0	0
DDX11L1	0	1	0	0	0	0	0	0	0	1	0	2
MIR6859-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6859-2	0	0	0	0	0	0	0	0	0	0	0	0
OR4F5	0	0	0	1	1	1	14	10	2	0	0	0
FAM138A	0	0	0	0	0	0	0	0	0	0	0	0
FAM138D	0	0	0	0	1	1	0	1	0	0	1	1
LOC729737	0	0	0	17	8	9	5	11	0	12	3	114
LOC100132062	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132287	0	0	0	0	0	0	0	0	0	0	0	0
OR4F3	0	0	0	0	0	0	0	0	0	0	0	0
OR4F29	0	0	0	0	0	0	0	0	0	0	0	0
OR4F16	0	0	0	0	0	0	0	0	0	0	0	0
MIR6723	13	20	7	52	177	9	101	57	14	28	231	70
LOC101928626	0	0	2	0	0	1	0	0	0	0	0	28
LOC100133331	5	4	24	7	9	30	41	18	33	10	21	135
LOC100288069	18	9	14	19	31	35	27	13	33	28	20	175
FAM87B	23	8	25	40	13	37	53	23	38	44	25	197
LINC01128	760	422	395	892	629	441	1562	1118	293	1344	1065	1397
LINC00115	14	15	11	25	22	36	55	45	62	40	14	112
FAM41C	9	5	0	13	9	7	11	11	2	26	19	5
PLEKHN1	0	0	0	1	6	2	2	0	2	0	1	6
PERM1	0	0	1	0	3	0	3	0	2	0	0	12
HES4	0	0	0	0	0	2	0	0	0	0	0	7
NOC2L	35	71	83	40	53	40	75	85	18	95	48	511
ISG15	0	0	1	1	0	1	1	1	1	0	0	9
SAMD11	3	4	9	2	9	2	7	33	3	0	10	18
KLHL17	5	14	1	5	20	5	13	22	2	23	24	61
MIR429	0	0	0	0	0	0	0	0	0	0	0	0
MIR200B	0	0	0	0	0	0	0	0	0	0	0	0
RNF223	0	0	0	0	1	0	1	0	0	0	1	0
MIR200A	0	0	0	0	0	0	0	0	0	0	0	0
LINC01342	0	1	0	0	2	0	0	0	0	0	3	2
C1orf159	155	214	241	155	155	244	424	473	179	232	329	1370
SCNN1D	15	34	27	18	62	30	48	159	74	41	65	274
UBE2J2	86	154	119	106	166	143	197	331	126	194	185	989
TNFRSF18	0	0	0	1	0	0	1	1	0	1	1	0
SDF4	48	57	57	73	79	53	85	146	45	111	115	377
MIR6726	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF4	0	0	0	1	2	1	1	0	0	1	0	4
B3GALT6	19	26	6	6	17	13	29	5	15	34	32	172
FAM132A	0	0	1	0	2	1	4	6	1	2	0	19
ACAP3	149	164	226	224	140	150	506	396	216	581	260	2126
DVL1	23	30	54	33	31	44	64	63	71	90	62	362
ANKRD65	21	45	66	27	20	42	38	2	14	82	20	601
CPSF3L	201	187	281	279	208	230	534	503	259	536	445	1871
CCNL2	312	221	484	422	276	430	712	651	440	704	485	3319
MIR6727	0	0	0	0	0	0	0	0	0	0	0	0
AURKAIP1	0	28	18	8	12	9	12	6	3	12	13	138
MIR6808	0	0	0	0	0	0	0	0	0	0	0	0
MXRA8	15	45	42	23	94	44	62	225	60	37	192	377
TMEM88B	0	0	23	0	0	5	0	1	7	0	3	107
TAS1R3	0	0	2	2	0	0	4	2	17	5	0	9
LOC148413	20	28	23	23	33	28	46	46	19	77	33	271
CPTP	0	9	4	0	3	3	4	10	1	11	5	32
MRPL20	43	46	82	43	65	59	74	140	103	130	65	578
LOC102724312	1	0	38	0	2	18	1	0	12	0	1	241
ATAD3C	0	22	3	3	21	18	5	9	11	2	37	144
ATAD3B	40	87	42	40	76	44	46	49	12	69	96	368
ATAD3A	38	66	36	84	59	39	117	76	22	117	76	319
TMEM240	9	9	8	7	11	1	9	9	7	18	15	32
MIB2	21	28	36	24	67	37	36	86	18	69	75	196
CDK11B	149	94	160	188	98	202	277	164	119	206	135	883
SLC35E2B	241	247	230	225	167	207	542	462	222	424	356	1197
MMP23B	0	0	0	0	0	0	0	0	0	0	0	0
C1orf233	5	29	0	5	23	0	22	77	2	14	61	11
MMP23A	0	0	0	0	0	0	0	0	0	0	0	0
NADK	82	98	166	100	124	204	181	237	189	193	208	1080
SLC35E2	232	220	184	218	169	188	383	315	221	349	190	1246
CALML6	0	0	2	0	0	2	0	21	15	1	3	2
TMEM52	2	0	0	0	0	0	4	0	0	3	0	0
GABRD	117	96	7	127	86	8	451	192	8	397	206	76
FAAP20	62	50	49	68	43	45	158	77	58	149	65	307
LOC100129534	0	0	0	0	0	0	0	0	0	0	0	0
SKI	3020	911	634	3579	987	661	6149	1291	647	5984	1249	4376
PEX10	3	14	5	7	6	9	5	5	4	9	6	37
RER1	220	221	256	213	168	218	418	362	143	418	346	1812
FAM213B	1	6	4	7	7	12	7	51	4	7	4	25
LOC115110	0	0	0	0	0	0	0	0	0	0	0	18
TNFRSF14	1	1	26	3	1	39	13	0	36	16	0	278
HES5	0	0	6	1	0	15	1	0	15	0	0	82
PANK4	33	75	38	46	67	50	111	89	90	106	38	571
LOC100996583	6	2	20	8	4	17	24	76	11	25	12	28
MIR4251	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00982	0	0	10	0	0	6	0	0	29	0	0	36
ARHGEF16	0	12	11	3	19	2	0	14	0	1	3	31
TPRG1L	45	100	38	37	58	14	89	78	56	132	157	329
WRAP73	45	26	51	42	31	51	119	87	57	107	56	498
MIR551A	0	0	0	0	0	0	0	0	0	0	0	0
SMIM1	0	0	0	0	0	0	1	0	3	1	0	8
CCDC27	0	0	6	0	1	5	2	1	4	0	0	72
TP73-AS1	192	130	228	142	100	171	262	138	243	263	110	1453
LRRC47	87	89	81	74	63	82	171	267	78	173	123	665
DFFB	230	194	227	250	243	201	462	530	156	470	376	1909
CEP104	552	516	552	565	413	573	1264	1180	587	961	704	3344
C1orf174	47	11	63	36	33	67	83	42	66	83	49	380
LINC01134	8	1	6	10	30	7	8	7	14	15	16	87
LINC01346	0	0	0	0	0	0	0	2	1	0	1	6
LOC284661	0	1	2	1	0	0	1	0	0	1	0	3
MIR4417	0	0	0	0	0	0	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0	0	0	0	0	0	0
LINC00337	0	0	0	0	0	0	1	0	1	0	1	2
ICMT	111	129	67	94	133	64	257	328	68	229	273	433
GPR153	0	41	1	1	33	1	0	23	43	1	53	29
RPL22	168	221	132	125	73	98	290	92	80	257	189	674
RNF207	149	161	30	133	137	50	281	332	75	264	260	209
LOC102724450	7	2	0	4	2	0	4	0	0	12	11	3
HES3	0	0	0	0	1	0	0	0	0	0	0	0
HES2	0	0	0	0	0	1	1	0	0	0	0	0
PLEKHG5	330	329	28	401	651	28	1286	1264	90	1302	1046	204
TNFRSF25	85	85	8	147	154	2	323	274	11	266	239	45
ESPN	6	7	3	21	5	11	22	0	4	11	17	24
MIR4252	0	0	0	0	0	0	0	0	0	0	0	0
PHF13	6	6	33	21	9	101	25	20	54	22	24	272
TAS1R1	10	10	22	6	10	38	30	15	52	22	42	293
ZBTB48	19	46	60	19	45	57	60	113	103	60	93	532
KLHL21	26	47	108	35	65	437	57	103	65	67	81	899
THAP3	17	17	27	22	24	37	19	42	15	33	54	178
LOC100505887	0	1	0	0	2	0	0	1	0	1	1	4
PER3	4677	2097	3599	2842	1117	3213	8297	2921	3714	5905	3194	18771
UTS2	16	2	0	7	3	17	33	24	32	12	2	29
VAMP3	285	229	405	361	220	347	679	489	395	410	571	1655
PARK7	211	194	145	227	168	207	366	226	163	357	279	995
TNFRSF9	1	0	0	1	1	2	6	4	2	2	2	5
ERRFI1	460	440	407	1278	436	1558	927	480	454	600	536	2254
LOC102724539	1	2	2	0	0	1	2	0	3	1	0	1
SLC45A1	98	101	54	92	102	89	178	191	36	164	112	411
SNORD128	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724552	0	0	0	0	0	0	0	0	0	0	0	0
MIR6728	0	0	0	0	0	0	0	0	0	0	0	0
ENO1	122	339	686	109	244	1534	261	572	1137	257	426	4498
ENO1-AS1	1	1	0	1	1	5	2	0	6	2	1	34
CA6	5	2	2	4	4	11	9	7	9	5	10	26
SLC2A7	1	4	1	1	1	2	1	2	1	1	6	29
GPR157	0	2	10	2	25	18	0	37	7	3	52	65
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0
H6PD	225	533	616	233	293	535	621	749	464	323	681	3940
LOC102724571	0	45	10	0	92	27	0	150	50	1	118	124
LOC100506022	0	0	4	1	3	8	1	0	1	0	1	24
TMEM201	33	108	39	31	97	60	81	326	60	112	164	414
PIK3CD-AS2	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS1	0	0	0	0	0	0	0	0	0	0	0	0
CLSTN1	2862	1763	1147	2777	1289	1084	6498	3272	929	5211	2968	7136
LZIC	102	220	161	77	158	131	171	181	107	172	161	921
CTNNBIP1	751	378	382	727	357	341	1594	808	402	1561	623	2522
RBP7	1	2	36	2	5	25	10	3	27	5	5	198
