Gene	1861_granule	1862_granule	1996_granule	1859_basket	1860_basket	1640_basket	1992_astrocyte	1993_astrocyte	1327_purkinje	1329_purkinje	1639_purkinje	1471_purkinje	1472_purkinje
Spata17	15	7	28	59	82	112	538	580	233	91	352	48	11
Gpatch2	1764	2109	1669	3217	3375	4043	3043	3654	3865	2216	4841	722	600
Kctd3	943	831	983	1016	950	1218	1369	1800	569	493	1134	141	214
Kcnk2	505	510	439	632	704	838	31	67	86	61	131	5	9
Cenpf	3	0	1	1	6	4	9	5	5	5	2	0	2
Lpgat1	2286	2151	1337	3167	3502	3180	348	119	7363	5319	10981	1477	1261
Batf3	2	1	0	0	0	0	1	0	1	3	1	0	0
Vash2	69	9	9	37	33	42	28	4	13	4	83	2	2
Ppp2r5a	606	696	545	564	649	882	2180	2621	364	190	604	86	70
Kcnh1	14240	13056	14035	124	219	302	137	180	88	58	777	6	4
Traf5	14	11	11	123	149	145	72	80	12	7	15	2	4
Hhat	398	480	346	800	830	860	243	421	960	778	848	144	115
Traf3ip3	0	7	2	81	72	57	12	29	8	5	29	2	0
Lamb3	11	2	17	18	23	19	9	2	4	9	1	0	1
Plxna2	4387	3926	4843	2703	3101	4336	7917	9268	114	82	905	21	11
Cr2	22	26	28	153	205	224	476	559	87	112	95	14	22
Sox17	0	1	0	2	1	1	0	0	0	1	0	0	0
Lypla1	1111	1287	813	967	1224	1200	768	1011	1006	625	1075	181	180
Mrpl15	326	306	265	434	427	327	186	330	223	148	248	37	41
Tcea1	1760	1351	1468	1863	2331	2281	964	1204	1551	836	1719	311	251
Oprk1	1	0	0	11	15	9	2	0	1	3	7	0	0
Npbwr1	0	1	0	1	0	0	0	0	0	1	0	0	1
Rb1cc1	5786	4162	3296	3460	4331	4364	1215	1379	1575	998	2669	305	245
Fam150a	8	15	1	9	8	2	3	5	20	30	5	0	1
Pcmtd1	4051	4091	3028	4866	6278	6195	2891	3935	3162	1881	4217	686	505
Rrs1	13	0	0	50	84	29	3	0	23	9	6	4	1
3110035E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcpip1	781	679	598	994	1239	1112	535	630	769	546	750	130	101
1700034P13Rik	3	1	3	13	10	7	58	43	6	27	3	0	0
Mcmdc2	401	408	333	447	516	784	39	57	254	128	463	50	26
Snord87	0	0	0	0	0	0	0	0	0	0	0	0	0
Snhg6	71	25	45	97	113	107	19	18	21	54	70	3	14
Ppp1r42	2	2	6	22	20	16	13	81	19	10	10	2	1
Cops5	588	355	346	565	600	510	296	206	188	127	378	38	33
Mir6341	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17644	1	1	0	0	0	0	0	0	3	0	0	0	0
Prdm14	1	0	0	2	1	1	1	3	2	2	1	0	0
Tram1	470	492	671	596	627	878	305	598	261	224	452	67	53
Xkr9	0	3	3	2	1	5	0	5	5	3	2	0	0
Gm5523	0	0	0	0	0	0	0	0	0	0	0	0	0
Msc	0	1	0	1	0	0	0	0	1	0	0	0	0
Trpa1	1	2	3	21	3	4	6	12	10	12	3	0	1
Terf1	1975	1319	1063	1203	1492	1567	414	532	770	734	721	98	102
Rpl7	229	145	48	258	194	132	26	2	130	99	112	28	42
4930444P10Rik	6	6	6	8	35	25	19	23	37	15	23	9	2
Ube2w	5303	4800	3279	4945	5933	5873	1536	2000	2725	1716	3919	528	398
Ly96	21	16	9	48	67	65	108	104	347	182	591	85	71
Tmem70	199	336	170	341	347	363	101	192	250	223	381	45	39
D030040B21Rik	1	0	0	0	0	0	2	1	0	8	0	0	8
Gdap1	1536	1678	1078	1910	2097	2009	50	84	1591	1064	1405	201	158
Pi15	2	4	1	30	65	61	2	6	41	16	59	12	4
Crispld1	12	4	3	150	201	206	3	18	175	127	211	25	12
Crisp4	1	3	1	2	5	1	0	0	5	6	1	2	1
Defb18	0	0	0	0	0	0	0	0	1	0	0	0	0
Defb41	3	3	0	3	4	1	0	7	2	2	2	1	0
Gm15386	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2b	38	47	12	4022	5057	4225	4	12	25	20	270	0	0
4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir206	0	0	0	0	0	0	0	0	0	0	0	0	0
Linc-md1	15	9	11	29	38	16	14	57	987	464	1149	158	124
Mir133b	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3	2	1	4	1	1	7	43	52	13	1	1	1	0
Il17a	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17f	1	1	0	0	1	0	0	0	2	0	0	0	0
Paqr8	4112	3382	3441	1881	2035	1836	26108	37828	1281	1014	1200	149	134
6720483E21Rik	17	64	10	7	16	18	21	80	5	0	11	3	0
Tram2	119	45	37	309	428	323	691	664	349	370	130	42	37
Tmem14a	68	32	49	153	116	198	244	120	110	53	168	11	23
Gsta3	89	53	54	148	252	246	190	179	38	39	75	4	8
Gm4956	1	3	0	1	0	2	0	2	4	1	1	1	0
Khdc1a	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1b	0	0	1	0	0	1	0	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0	0	0	0	0	0	0	0
4933415F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30c-2	2	0	3	2	5	2	0	0	4	0	1	1	0
Mir30a	0	21	1	2	1	8	0	0	0	0	1	0	0
Ogfrl1	1496	1314	889	1878	2408	1705	241	283	492	408	872	87	109
B3gat2	1108	867	797	1214	1369	1370	181	156	310	120	255	33	28
Sdhaf4	70	24	30	32	61	42	63	101	41	9	44	8	3
Fam135a	3368	4472	3402	5708	6776	7774	2411	2478	2557	1485	3391	516	329
Lmbrd1	5632	5470	4562	4603	5455	5680	2043	2270	1490	996	2203	328	255
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	0	0	0	0	0	0	0	0	1	2	1	0	0
Gm597	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	3757	3208	2832	2669	3563	3483	1741	1447	1340	692	2166	330	235
Gm13363	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a1	29	16	3	21	16	12	0	2	4	5	3	1	3
Gm4850	0	0	1	1	0	1	1	0	0	2	1	0	0
Pih1d3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9839	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001G17Rik	0	2	1	0	0	1	13	0	0	2	1	0	0
Zfp451	1995	1677	1304	1775	2125	2352	1111	1059	1065	708	1720	202	185
Rab23	448	246	323	230	269	350	177	151	159	141	360	38	59
Bag2	40	89	88	70	21	53	76	91	58	46	87	11	9
Gm15455	2	7	0	2	6	3	1	1	1	6	2	0	1
Bend6	4051	3410	3476	2299	2468	3104	33	35	997	479	2188	210	147
Mir6896	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	130	95	49	178	91	44	18	32	51	76	65	4	9
Imp4	100	15	147	45	62	87	86	83	12	22	63	5	6
Mir5103	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	1	2	0	1	0	1	0	2	1	2	0	0	0
Prss39	0	1	0	0	1	0	0	0	0	0	0	0	0
Cfc1	5	0	8	0	2	0	0	2	1	1	1	0	0
Amer3	157	147	250	17	36	34	17	2	34	11	68	7	0
AA619741	0	0	0	0	0	0	6	4	0	0	0	0	0
Fam168b	1242	872	1031	1280	1345	1546	1101	776	1054	509	2002	293	198
Arhgef4	48	26	111	104	57	107	238	214	32	10	124	10	4
Hs6st1	555	659	775	705	725	871	560	323	139	106	430	39	22
Mir6897	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	0	0	3	23	28	10	0	0	0	0	0	0	0
Arid5a	68	23	93	74	58	112	641	607	29	14	46	3	10
Kansl3	1836	1750	1712	1599	2209	2275	2275	2726	815	596	1659	168	170
Fer1l5	377	207	124	160	154	117	43	70	120	86	93	19	16
Mir6898	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	65	161	86	70	73	74	206	116	47	17	49	8	3
Cnnm3	1342	1265	981	1194	1052	1023	561	553	166	140	415	51	48
Sema4c	80	133	81	18	13	14	71	56	12	8	49	7	3
Cnnm4	680	915	1236	282	279	256	296	230	92	67	157	20	14
Ankrd39	131	84	162	139	139	188	51	34	86	50	105	27	6
Cox5b	68	38	29	151	177	89	84	45	57	30	104	23	15
Zap70	3	1	2	2	2	1	9	3	17	8	13	1	5
4933424G06Rik	12	11	20	13	13	10	83	33	67	43	35	7	10
Unc50	337	387	243	680	685	524	190	136	276	208	391	69	61
Coa5	273	57	104	239	253	304	141	337	185	142	186	21	24
Tsga10	1119	1168	789	1088	1164	1543	1595	1382	569	378	942	122	94
Lipt1	29	2	16	15	37	13	5	9	17	9	15	3	0
Lyg2	2	3	3	4	7	1	5	5	8	3	1	1	0
Txndc9	428	387	334	290	370	371	266	308	106	123	263	21	39
Mrpl30	124	16	72	65	69	104	50	47	66	16	105	14	11
Lyg1	0	0	0	1	1	1	0	1	2	3	1	0	0
Rev1	3498	3503	2593	2621	2963	3604	1184	1178	1171	813	2597	225	177
Chst10	584	594	675	374	428	460	2850	3515	50	30	202	7	5
Nms	1	0	0	0	1	1	0	2	1	1	1	0	0
Pdcl3	172	82	115	95	104	112	67	64	47	21	85	7	10
Mir6349	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31	171	89	113	143	132	91	38	81	40	30	59	10	15
Snord89	34	0	5	2	2	1	4	3	1	2	0	0	0
Rnf149	590	570	409	499	617	626	129	184	335	282	910	64	66
Cnot11	364	193	290	249	285	337	146	365	103	74	220	15	22
Creg2	3	3	7	118	56	62	3	11	8	6	54	0	0
Gm3646	0	0	1	1	0	0	2	0	5	0	0	0	0
Gm16894	188	84	229	123	201	169	20	6	41	13	117	15	6
Il1rl2	14	2	2	11	13	11	2	18	40	32	4	1	1
Il18r1	3	2	1	5	5	2	3	7	13	8	3	0	1
Il1rl1	4	4	1	5	2	1	2	3	6	7	2	0	0
Il18rap	11	3	4	3	5	3	8	16	31	12	2	2	1
Slc9a4	0	6	3	13	16	0	3	3	5	7	1	0	1
Tmem182	1	1	5	8	2	3	16	16	17	29	19	8	5
Mfsd9	2	1	4	57	101	86	21	30	17	33	34	7	3
4930448I06Rik	2	0	0	1	2	0	1	0	5	1	1	0	0
Pou3f3	15	4	5	106	80	85	99	222	1	0	13	0	0
2900092D14Rik	10	5	3	359	262	269	546	565	4	2	87	0	0
Pantr1	52	20	12	758	972	1031	1391	1751	19	9	278	1	0
Pantr2	1	22	7	69	34	39	1111	863	4	4	44	0	0
Dalir	0	0	3	12	10	12	97	56	0	0	9	0	0
AI597479	398	311	188	342	481	498	75	78	256	186	327	30	23
Tgfbrap1	725	569	779	748	1037	1167	1257	976	399	218	720	106	98
Fhl2	110	77	24	49	34	65	21	20	80	32	114	15	3
1500015O10Rik	72	22	112	24	57	31	75	31	12	5	43	1	4
Mettl21c	332	172	78	162	180	163	6	44	19	10	63	4	1
Tpp2	2582	2471	1525	2506	3065	3288	530	668	1336	1042	2014	208	215
Tex30	138	113	100	198	117	156	20	33	49	49	63	8	2
Kdelc1	52	106	72	192	224	220	160	106	127	100	245	41	39
Bivm	386	397	351	540	622	736	274	179	592	429	816	115	134
Mettl21e	1	2	1	5	5	4	0	7	2	2	1	0	0
4930521E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Col3a1	2	1	4	5	12	4	1	4	13	5	1	0	1
Wdr75	595	311	458	772	946	1074	289	430	431	488	720	63	96
Slc40a1	0	11	1	24	15	17	0	2	4	1	24	0	0
Stk-ps2	0	1	0	2	0	0	0	0	0	1	0	0	0
Slc39a10	1458	906	1068	1035	1353	1490	583	561	530	434	793	103	94
Mir6350	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdpr	0	0	0	0	0	0	0	0	0	0	0	0	0
Nabp1	126	133	78	115	67	118	36	25	38	38	43	4	13
Stat1	634	408	687	138	155	280	333	460	113	78	265	30	26
Nab1	3608	3017	2062	806	1165	1199	483	670	1137	872	1812	198	195
Tmem194b	431	335	464	735	546	617	140	250	301	170	479	83	71
Inpp1	868	804	725	372	415	567	480	515	1030	502	1503	250	128
Hibch	1112	1064	899	1452	1658	1881	1397	1541	623	292	1232	127	74
1700019D03Rik	477	417	380	212	174	151	164	225	15	15	188	1	4
Mstn	2	1	1	0	0	0	0	1	1	1	0	0	0
1700019A02Rik	840	1016	544	224	308	254	99	141	146	134	157	24	24
Ormdl1	193	144	214	148	166	139	43	56	115	52	83	18	8
Osgepl1	698	593	600	560	681	659	220	244	373	282	489	87	60
Stk17b	14	4	10	14	27	31	388	451	4320	2377	4112	869	592
Mir7681	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c3	838	689	683	956	1105	1024	488	698	734	534	990	132	137
Sf3b1	4003	3750	2715	4175	4739	4309	1632	2475	1954	1609	3090	380	356
Coq10b	203	216	213	188	230	291	287	588	75	79	195	22	15
Mob4	1217	1177	695	1217	1330	1442	464	735	1000	659	852	114	103
Hspd1	350	205	201	511	573	475	218	134	206	225	476	54	78
Hspe1	15	16	29	51	54	59	19	22	19	54	81	7	18
Mars2	7	20	13	21	39	32	29	1	9	5	44	3	1
1700003I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0	0	0	0	0	1	0	0
9130024F11Rik	1	1	3	1	0	0	4	2	1	0	0	0	0
BC055402	0	0	0	0	0	0	0	0	1	0	0	0	0
Tyw5	637	342	301	600	571	699	277	373	263	254	389	68	97
4930558J18Rik	0	1	0	0	0	1	0	1	1	3	0	1	0
1700066M21Rik	212	96	104	204	208	182	102	90	40	70	79	4	13
Sgol2a	228	140	54	53	38	58	21	19	60	35	32	6	4
Kctd18	79	155	95	307	378	375	161	90	184	101	283	55	42
Aox4	4	3	0	5	8	2	6	8	31	28	9	2	0
Ppil3	103	53	51	176	207	184	200	251	124	84	215	34	17
Clk1	2221	2203	1194	2382	3131	3116	1019	859	1863	1798	3277	384	579
Bzw1	324	151	204	251	355	357	63	170	105	95	242	27	33
Orc2	1103	1041	1116	1285	1475	1868	559	586	814	398	1197	222	132
Fam126b	3153	3048	2551	2494	2982	3219	719	667	923	647	1985	167	160
Als2cr12	53	25	16	6	6	6	1	2	1	4	4	2	0
Gm20257	73	11	12	0	1	5	0	3	0	1	0	0	0
Casp8	36	7	8	8	8	6	95	23	16	13	8	0	1
Trak2	1530	1216	1181	1603	1891	2123	699	421	773	678	1830	173	140
Als2cr11	24	2	10	3	13	9	40	14	21	4	13	11	0
Mpp4	1210	842	1110	68	81	73	160	140	12	11	90	4	0
Als2	12975	10906	10096	993	1199	1739	996	920	369	200	1099	69	82
Cdk15	12	27	28	11	13	9	7	18	16	13	12	1	2
Fzd7	548	611	401	10	4	23	1	4	2	1	27	0	1
Gm973	27	37	49	59	58	28	76	74	80	79	104	10	8
Snord70	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop58	605	398	484	750	1002	962	196	230	476	397	840	75	73
Snord11	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumo1	1523	1695	992	1710	1607	1716	562	754	1285	737	1401	219	173
Fam117b	3140	3390	2539	2235	2369	2719	801	963	945	495	1750	206	151
Carf	806	481	498	901	1015	1163	495	706	548	261	797	136	70
Wdr12	409	326	230	294	320	348	133	122	73	57	295	27	16
Cyp20a1	572	389	356	135	145	164	290	458	301	151	363	44	42
Cd28	1	0	0	2	2	1	4	0	17	9	25	0	1
Ctla4	0	1	0	0	1	1	0	1	5	3	0	0	0
Icos	1	2	0	2	0	1	0	4	4	2	2	0	1
9530026F06Rik	0	0	0	2	3	1	0	3	17	3	0	2	0
4930487H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Ino80d	2400	2334	2433	1796	1912	2148	2682	3250	1224	839	2028	219	248
Ino80dos	1947	1548	1550	975	1086	1168	1886	2077	406	221	733	89	39
Eef1b2	150	157	43	248	198	104	57	52	51	55	98	19	21
Snora41	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr1	3	4	1	6	11	4	3	4	22	11	10	0	2
Dytn	5	4	2	9	14	5	17	20	29	32	3	0	2
4933402D24Rik	68	41	67	87	106	124	4	41	108	7	62	12	2
Fastkd2	207	452	305	475	616	658	181	310	574	303	434	76	45
Mir1958	1	9	3	1	0	0	2	0	5	1	0	0	0
Gm13749	0	4	1	0	0	0	0	0	8	6	2	0	0
Mir6899	0	0	0	0	0	0	0	0	0	0	0	0	0
Creb1	3211	2300	2264	2505	2817	3349	2189	2247	877	736	1826	154	191
Mettl21a	294	121	179	183	178	211	256	222	132	76	197	20	7
Ccnyl1	307	294	350	338	374	516	253	188	208	184	403	52	24
Fzd5	4	1	3	2	0	5	21	22	1	0	0	0	0
2810408I11Rik	5	7	7	4	16	7	2	0	11	3	0	2	0
Crygb	0	0	0	0	0	0	0	1	1	0	0	0	0
D630023F18Rik	8	5	4	14	13	7	3	4	26	26	27	3	2
Crygc	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryge	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryga	0	0	1	0	0	0	0	0	2	0	0	0	0
Akr1cl	0	2	0	3	2	2	1	1	5	7	5	1	1
Idh1	104	57	65	48	90	111	554	720	56	53	97	10	17
Pth2r	124	126	108	15	5	5	10	16	16	10	13	0	0
Crygf	0	0	0	0	0	0	0	0	0	0	1	0	0
Kansl1l	5975	5381	4028	5077	5419	6169	7916	7908	4134	2541	4097	644	466
Myl1	87	60	65	48	63	56	29	57	89	50	33	5	1
Lancl1	503	945	711	813	734	916	372	467	1524	848	2854	377	311
Cps1	11	10	4	14	15	5	86	110	27	19	5	0	3
Fn1	7	5	8	23	12	22	6	34	7	13	14	0	1
Apol7d	1	1	0	1	2	3	0	1	8	2	1	0	2
Gm8883	0	0	0	1	2	1	0	0	1	1	2	0	0
4933417E11Rik	3	3	1	2	6	2	4	4	9	14	2	0	1
Mreg	1175	805	1089	1046	969	1174	37	24	744	474	1477	176	154
Pecr	290	373	262	365	260	315	204	234	145	104	217	25	29
Tmem169	99	174	261	400	555	476	18	9	30	21	150	6	6
Rpl37a	65	51	35	58	83	48	15	16	21	7	48	10	10
Ankar	9	8	3	10	19	3	1	16	26	23	14	1	0
Igfbp5	727	414	1146	44	67	81	204	60	42	8	43	11	0
Igfbp2	17	4	10	8	1	5	42	4	5	3	10	0	0
Tnp1	0	0	0	0	0	0	0	1	0	0	0	0	0
1700027A15Rik	1	0	0	1	0	0	28	2	0	1	0	0	0
Mir6351	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	0	0	0	1	2	0	0	1	2	0	0	0	0
Rufy4	1	0	1	3	10	1	2	6	23	18	4	0	1
Tmbim1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	439	447	614	638	767	967	533	768	438	341	963	92	100
Gpbar1	0	0	2	0	0	0	0	0	0	0	1	0	0
Aamp	32	72	22	109	116	75	66	61	76	96	78	6	11
Mir1928	0	0	0	0	0	0	0	0	0	0	0	0	0
Catip	3	0	1	0	1	3	121	293	3	2	2	0	0
Mir26b	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctdsp1	8	18	72	16	22	16	144	230	1	6	13	1	3
Vil1	125	12	41	28	41	44	65	50	7	10	23	2	3
Slc11a1	2	6	2	5	2	1	7	15	6	1	3	0	0
Plcd4	290	336	283	108	118	104	762	1023	182	107	174	17	11
Rqcd1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcs1l	147	43	82	75	64	67	58	24	42	12	62	3	2
Ttll4	1131	900	1187	961	1156	1473	1575	1800	3980	3055	4033	674	663
Rnf25	187	219	254	248	293	372	371	444	243	113	511	38	73
Stk36	60	85	99	77	69	101	195	417	256	215	427	65	51
Wnt10a	1	5	4	2	2	1	4	7	5	4	1	2	1
Prkag3	1	0	0	1	4	0	5	8	332	232	313	64	93
Wnt6	3	0	2	6	4	1	327	405	11	9	25	7	0
Cyp27a1	6	1	9	8	9	9	15	23	922	457	1364	228	125
Ihh	1	0	0	1	0	2	0	3	1	1	0	1	0
Cryba2	0	0	0	59	96	87	0	0	2	0	0	1	0
Fev	1	0	0	109	101	120	4	0	1	5	0	0	1
Cdk5r2	62	137	104	78	91	60	4	2	28	32	56	4	8
Ccdc108	3	19	2	23	18	25	3	2	11	7	17	5	2
Mir375	0	0	0	0	0	0	0	0	0	0	0	0	0
A630095N17Rik	0	2	3	5	5	1	3	3	6	3	11	3	0
Glb1l	100	128	96	158	150	201	459	353	76	46	141	28	16
Ankzf1	37	18	79	40	66	67	124	161	55	48	157	15	15
Stk16	58	46	77	71	96	109	124	110	60	55	131	18	27
Tuba4a	116	43	88	124	90	73	61	41	49	30	106	10	10
Atg9a	367	315	483	339	330	384	460	333	256	124	485	78	52
Fam134a	836	889	510	1003	862	428	180	123	267	208	247	48	59
Slc23a3	0	0	1	1	4	1	0	5	2	2	0	1	0
Cnppd1	229	172	234	237	303	266	364	249	109	55	248	20	19
Zfand2b	13	36	21	18	40	32	30	44	52	40	97	19	11
Abcb6	45	74	32	115	120	118	41	41	91	62	136	13	15
Dnajb2	140	101	141	246	211	247	167	234	236	145	416	61	43
Dnpep	41	106	47	38	28	60	62	175	40	35	116	16	21
Resp18	173	78	31	21	19	10	2	1	1	0	63	0	0
Ptprn	1350	1132	1607	2308	2198	2468	46	67	2024	1459	1758	310	402
Asic4	16	13	16	13	11	17	4	5	13	3	4	0	0
Speg	2560	1806	2389	702	637	987	140	91	31	20	305	1	1
Chpf	48	22	46	92	99	54	32	79	140	198	103	12	31
Gm15179	19	57	65	0	3	2	0	1	1	2	2	0	0
Tmem198	230	156	187	227	200	220	50	117	203	131	310	55	36
Gmppa	227	229	338	128	133	233	169	112	56	29	151	7	13
Slc4a3	75	97	142	307	266	370	126	162	207	170	714	64	76
Stk11ip	200	89	141	119	119	141	122	142	104	67	211	17	27
Inha	121	289	224	248	301	284	59	39	126	139	220	22	53
Mir6343	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17751	0	0	0	0	1	1	1	1	1	1	2	0	0
Mir6352	0	0	0	0	0	0	0	0	0	0	0	0	0
Farsb	3095	2038	1850	3972	4506	5099	900	630	2225	1784	2979	434	419
Utp14b	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	989	1284	796	4002	4026	3565	7540	10205	626	564	1333	129	156
Kcne4	1	1	0	0	0	2	0	0	1	1	2	0	0
Scg2	627	479	970	238	186	127	57	2	364	584	317	48	57
Ap1s3	407	287	283	31	35	34	4	10	66	38	66	14	1
Mrpl44	16	29	25	36	49	28	7	17	36	33	39	9	1
Wdfy1	525	551	654	805	865	806	606	415	721	425	937	128	116
Fam124b	3	1	0	5	6	1	6	5	24	22	6	1	0
Cul3	5320	5357	3392	4223	5571	4804	1866	1964	2512	1949	3035	396	302
1700016L21Rik	1	1	0	3	5	3	4	4	13	11	6	0	10
Mir6344	0	0	0	0	0	0	0	0	0	0	0	0	0
Irs1	1737	1543	1513	2537	2927	3263	3462	3609	2912	1544	2663	359	213
Mff	2095	2103	1316	3051	3577	3138	777	830	1960	912	2084	316	207
Tm4sf20	183	147	77	56	70	86	85	139	41	2	25	9	1
Agfg1	2862	3745	2518	3738	4132	4432	1575	1330	6735	4771	9115	1281	1042
Slc19a3	20	3	7	28	11	10	4	9	99	43	125	15	13
Krtap28-13	0	0	0	0	1	0	0	0	0	0	0	0	0
Ccl20	0	0	0	1	0	0	0	0	0	0	6	0	0
Daw1	2	4	2	4	22	2	16	2	12	9	4	1	1
Mir6353	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo36	664	460	420	635	595	600	703	607	306	347	450	71	76
A530032D15Rik	11	9	4	12	13	9	6	10	20	24	4	2	3
Gm7609	4	0	0	3	8	1	1	3	5	5	2	0	0
C130026I21Rik	7	3	2	11	8	6	4	3	5	4	4	1	0
Sp140	5	4	2	3	6	4	9	10	8	6	5	1	1
Sp100	13	8	5	15	14	20	6	20	32	30	12	2	4
Cab39	1713	1411	1305	1422	1501	1796	626	539	557	317	1250	128	59
Mir8096	0	0	0	0	0	0	0	0	0	0	0	0	0
9930111H07Rik	1	4	0	1	2	0	0	2	2	4	1	1	0
Itm2c	801	565	428	511	484	390	1600	983	103	120	270	30	72
Gpr55	4	1	2	7	16	3	180	112	30	14	4	1	1
4933407L21Rik	1	1	1	0	0	0	99	71	0	2	1	0	0
Spata3	13	4	2	6	3	2	120	169	15	10	12	1	0
2810459M11Rik	3	7	4	3	6	3	110	86	6	20	18	0	10
Htr2b	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora75	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	1776	1416	907	1647	1942	1159	847	1038	685	802	592	106	137
Snord82	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt7	0	1	0	1	1	0	0	0	0	0	0	0	0
Gm24148	0	0	0	0	0	0	0	0	0	0	0	0	0
C130036L24Rik	26	6	39	19	45	45	39	21	3	0	52	0	3
Nmur1	0	0	0	1	0	0	1	0	0	0	5	2	0
1700019O17Rik	0	1	0	1	0	0	0	0	0	1	0	0	0
Ptma	193	74	34	223	198	86	55	37	126	191	46	12	11
Cops7b	478	415	372	616	540	665	467	482	659	383	745	99	112
Pde6d	706	1099	819	573	681	946	496	507	396	205	713	98	75
Nppc	2	4	1	3	9	1	0	10	28	37	37	4	7
Alpi	0	0	0	0	0	0	0	0	0	1	0	0	0
Ecel1	0	0	0	0	1	0	0	0	0	1	14	0	0
Alppl2	0	0	0	1	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	1	0	0	0	0	0	0	0
Chrng	0	0	1	0	0	0	11	0	0	0	0	0	0
Eif4e2	497	812	537	544	589	819	610	606	339	235	672	88	77
Chrnd	0	0	0	0	0	1	0	0	0	0	0	0	0
Prss56	0	0	0	0	0	0	0	0	0	13	0	0	8
Kcnj13	0	0	0	0	0	0	0	0	0	0	0	0	0
3110079O15Rik	0	0	5	0	0	0	0	6	0	0	0	0	0
Neu2	1	10	11	0	2	1	2	1	3	0	4	0	0
Atg16l1	659	753	856	1113	1134	1264	569	443	548	321	1175	116	100
Scarna6	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkd	13316	14352	12439	3490	3810	4662	1328	1262	2116	1514	3065	372	428
Dnajb3	0	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
6430706D22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Hjurp	10	63	31	24	23	30	16	26	9	11	12	1	3
Mroh2a	10	0	7	12	2	3	14	3	1	2	0	0	0
Ugt1a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	5	1	0	2	8	7	0	0	1	5	1	0	0
Glrp1	0	1	0	11	3	8	1	1	2	2	2	0	0
Gm19589	5	1	1	101	122	47	3	9	13	4	3	0	0
Arl4c	63	60	54	1252	1262	1154	4	5	4	1	46	0	0
Platr5	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	1	0	0	0	3	1	0	0	0
4933400F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbx2	1	1	0	7	3	0	0	0	1	0	0	0	0
Asb18	2	3	2	5	12	13	2	2	150	68	161	28	7
Ackr3	0	0	1	20	56	46	53	29	6	1	2	0	0
Cops8	138	170	188	326	285	292	151	163	99	91	206	26	35
Mlph	2	0	4	7	2	6	157	160	335	108	496	89	41
Prlh	0	0	0	0	0	0	0	0	0	0	0	0	0
