Gene	628_nd1_gfp	629_nd1_gfp	630_nd1_gfp	641_pcp2_gfp	642_pcp2_gfp	643_pcp2_gfp	644_pcp2_gfp	796_sept4_gfp	797_sept4_gfp	798_sept4_gfp	799_sept4_gfp	952_glt25d2_gfp	953_glt25d2_gfp	942_glt25d2_gfp	1195_ntsr1_gfp	1196_ntsr1_gfp	1197_ntsr1_gfp	SRR1647854_mo_excit	SRR1647855_mo_excit	SRR1647856_mo_pv	SRR1647857_mo_pv	SRR1647858_mo_vip	SRR1647859_mo_vip
Ugt1a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm8	17	65	8	2	4	3	1	2	1	0	2	1	6	2	1	3	2	1	1	37	90	5	6
Ugt1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	27019	32838	20153	2838	4204	3775	4215	5409	2891	4275	2643	4567	5745	8120	2614	2088	3237	7847	8479	11878	13821	29056	22623
Iqca	5	11	4	9	15	11	26	7	12	11	4	26	36	57	44	19	23	39	33	13	14	30	21
C030007H22Rik	9	21	5	17	24	11	25	68	76	45	192	16	33	35	3	3	0	3	1	2	5	8	6
Col6a3	2	3	5	4	7	3	2	2	1	1	1	15	2	5	11	2	0	56	69	0	8	712	138
Lrrfip1	664	741	224	6662	8876	7321	9710	1451	1105	966	1156	5677	5967	7168	1472	1061	1552	8734	10197	16389	21009	27571	20128
Rab17	0	0	0	1	0	0	1	0	1	0	0	1	2	1	1	1	0	0	0	1	3	1	4
Hdac4	8043	9127	6477	2786	4142	3292	4120	6728	4406	5357	4694	7672	6085	9021	3393	2689	4157	13290	13978	17201	18983	24596	17605
Klhl30	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	1	1	0	2	2	1	5	2
Kif1a	6181	10188	7295	2658	3752	3156	4144	3095	2407	2563	2976	6643	6918	8887	1061	818	1433	15995	20241	28753	35518	44552	26126
Crocc2	2	3	1	1	3	1	0	7	16	41	12	55	11	13	1	3	0	4	7	29	60	16	4
D2hgdh	153	301	150	76	190	116	107	860	227	358	278	130	125	184	56	41	76	125	159	149	219	373	259
Hdlbp	2756	4655	2695	1146	2154	1646	1989	2251	1097	1248	2218	3553	3013	3706	938	779	1180	3465	3752	5075	7387	8007	5544
Thap4	899	1112	637	234	388	274	343	378	526	480	390	995	860	1215	237	192	305	940	988	1393	1823	2998	1880
Farp2	2271	3723	2272	565	1056	721	966	721	532	750	666	1704	2189	2575	505	431	640	1703	1844	2599	3166	3293	2291
Slco4c1	7	1	2	1	2	2	2	6	2	1	1	1432	1876	1943	503	459	733	327	354	200	275	633	421
Slco6c1	3	2	2	2	6	3	11	5	3	2	1	245	122	114	9	35	40	15	24	8	4	18	16
Slco6b1	4	1	5	1	7	10	9	3	5	2	8	765	535	723	109	171	254	72	77	10	18	50	32
Slco6d1	4	3	2	7	5	18	9	10	6	7	2	9	10	8	8	5	14	7	8	0	8	12	9
Gin1	258	230	151	153	185	96	191	102	302	120	230	252	411	357	114	87	150	253	328	452	662	518	370
B230216N24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pam	186	141	227	30	51	42	48	2038	856	1296	1480	7967	9653	11719	2862	2771	3724	11435	13379	21976	27721	61446	39639
D1Ertd622e	850	1060	575	509	808	727	869	1426	793	901	680	818	1479	1026	653	639	728	1191	1214	1356	1796	1932	1428
Cntnap5b	194	274	97	56177	71710	67760	73863	107	114	139	186	10372	7678	12210	1184	1528	2380	4119	4774	5144	6154	11971	9475
Pign	1384	1791	1006	1651	2737	1750	2351	4535	2201	2249	2478	3348	3278	3730	923	806	1166	915	1071	1949	2237	1984	1510
Bcl2	4838	5850	4026	974	1625	1286	1363	5811	2765	3769	3799	2615	3267	4905	1279	1292	1574	3522	4303	4201	4889	11924	9096
Gm20753	21	5	88	32	10	12	12	45	1	0	45	5	12	9	24	11	17	42	54	111	127	154	127
Phlpp1	6283	7336	4894	2123	3337	2386	2826	29057	13441	17602	12709	7025	8665	12038	2782	2298	3858	5759	6206	5365	6666	8871	6210
Gli2	5	30	5	8	25	22	24	6864	4355	4729	5056	287	56	89	8	2	7	118	90	36	82	219	60
Cfap221	4	2	0	4	5	6	5	3	2	3	3	77	29	49	10	7	18	39	50	29	27	35	15
Ptpn4	5697	7955	5377	15141	23655	17225	22409	17950	8475	12307	10644	8022	9091	10096	2663	2330	3529	3359	3704	4454	6198	16014	12336
Sctr	3	4	0	7	5	8	5	5	0	3	1	2	4	2	0	1	2	9	6	10	13	26	10
Ccdc93	1055	1097	1059	335	443	451	493	1113	533	1060	469	1075	782	1348	211	167	245	1557	1902	3339	5010	3235	2162
Celrr	4	4	3	4	19	14	7	2562	2309	2101	2574	92	76	89	11	6	13	46	61	87	112	83	44
Slc35f5	536	820	264	471	746	592	681	1001	1047	587	769	717	862	939	233	204	344	754	930	1107	1494	2224	1584
Nckap5	39	63	41	92	145	168	178	29240	16084	19257	16310	2276	2271	2002	303	232	351	1901	1986	192	296	12291	9281
Mgat5	3858	4730	2967	3691	5477	4363	4600	1151	537	1885	861	5567	6508	6665	927	739	989	11865	11899	8303	10199	8695	6273
Tmem163	32474	39554	20531	48	112	357	191	314	80	265	104	6742	5528	9033	133	113	177	1545	1803	553	779	622	338
Ccnt2	3194	3428	2463	803	1198	959	1268	2304	1468	2302	2768	3434	3496	3012	779	747	1266	2677	3042	2608	3553	6767	4725
Zranb3	255	173	96	173	282	165	252	1860	707	169	517	960	420	1395	156	134	300	1061	1307	637	870	724	567
R3hdm1	8369	10552	7451	5367	8180	5531	7796	5511	3978	4990	3811	42666	39273	45526	10748	9908	14716	46471	53415	9576	14930	23586	14607
Lct	1	12	19	2	8	6	4	3	3	6	11	20	3	15	1	1	4	30	26	9	24	12	10
C4bp-ps1	39	2	34	102	40	62	83	29	6	1	22	69	56	72	24	24	30	60	80	138	128	245	174
Cd55b	1	1	0	0	4	2	3	4	2	0	0	3	11	13	1	4	5	2	2	2	3	3	4
Fcamr	0	0	0	0	1	1	1	2	1	0	0	1	1	1	1	0	0	0	0	0	0	3	0
Rassf5	630	885	477	93	143	114	206	87	72	44	181	960	798	1237	189	111	217	1439	2057	3069	4278	4918	3272
Srgap2	23630	26924	18423	18651	23976	21299	24574	3548	1507	2445	1933	14951	15951	19374	2334	2091	2672	6674	7081	12108	14901	18606	13533
Lemd1	52	191	49	5	16	5	5	8	13	1	9	161	96	136	9	12	24	851	493	186	335	62	38
Nfasc	10209	13157	9263	6073	9588	7491	9491	6957	5186	6301	8972	8377	8715	10686	2757	2003	3084	18367	18657	23233	29725	31954	20908
Tmcc2	1087	1727	1043	212	296	250	368	1172	923	651	974	186	211	231	55	37	41	514	539	804	1124	1526	988
Cntn2	6052	8618	7018	27	51	73	59	259	139	174	220	1141	1430	1555	226	165	224	1914	2265	3479	5346	2364	1403
Lrrn2	3233	4380	2678	3790	6467	5272	5691	1062	534	491	566	2170	2282	2985	775	651	922	4872	5108	3679	5361	5600	3885
Plekha6	1362	1604	1113	682	1019	733	1098	1599	574	649	957	1965	1932	2347	620	431	693	4479	5154	3709	4936	5809	3684
Lgr6	4	12	0	25	6	2	4	4186	2730	3232	4472	4	9	1	3	7	7	24	6	19	17	24	12
Ptpn7	0	0	1	1	2	3	0	2	0	0	2	0	3	0	0	0	1	2	0	3	4	1	4
Ppp1r12b	10750	9027	6390	5022	7823	6587	7043	4870	2779	3581	2863	9175	7426	10305	2703	2477	3719	5571	5930	9742	9409	13927	9828
Klhl12	916	1181	653	179	451	537	344	2376	480	704	449	747	753	1759	323	204	353	613	745	1174	1435	2109	1442
Tmem183a	583	977	597	90	178	104	183	750	189	360	226	223	321	272	117	90	167	412	550	915	1297	1454	1069
Kdm5b	2922	3548	2914	884	1723	1271	1586	5293	2910	4432	2820	4542	4863	5442	1179	969	1700	3842	4530	3514	4430	7418	4962
Syt2	8186	11257	7690	1538	2495	1826	2058	132	232	267	256	883	727	1386	11	11	15	441	448	8296	8753	388	307
Nav1	167	360	220	1852	2830	2535	2737	790	412	387	539	7401	6791	9248	620	429	646	6508	8003	20543	21112	19409	12947
Ipo9	1807	3103	1911	683	956	1035	910	2268	1214	809	1648	1770	2279	1660	554	369	676	2484	3249	3489	5940	8587	4969
Platr22	1	91	0	1	2	2	2	6	2	0	0	5	2	2	0	4	1	4	7	2	7	4	5
Ptprc	4	5	5	3	10	6	14	2	4	0	1	535	359	332	15	21	45	26	28	60	67	13	18
Atp6v1g3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0
Dennd1b	4963	6218	4228	3862	5869	3916	5375	7934	3614	5499	4147	7969	7437	11633	3013	2655	4064	3658	4100	6971	8617	14734	10550
Nek7	134	43	46	881	1430	909	1087	6141	3308	5297	3593	1027	680	729	72	86	123	225	255	8415	9439	640	501
Crb1	19	11	12	42	63	59	94	34	39	39	53	126	263	213	52	56	57	92	116	17	21	92	72
Gm5833	0	2	2	1	6	1	4	1	2	3	0	0	4	3	2	4	3	1	2	31	51	1	1
Cfh	14	28	2	6	8	8	31	26	9	13	13	627	296	103	8	4	7	9	11	4	13	20	22
Gm4788	1	8	4	5	7	8	7	10	3	6	5	6	5	11	6	5	8	6	4	1	6	44	34
Cfhr2	2	3	0	1	3	1	2	1	1	2	5	10	6	4	3	1	6	0	0	1	1	2	2
4930590L20Rik	2	3	2	2	4	2	7	4	4	6	1	712	744	664	300	339	479	277	332	17	49	1760	1229
Uchl5	609	672	439	415	511	283	444	690	360	530	329	754	1107	936	311	291	384	470	569	626	1118	898	721
Ptgs2os	0	7	0	4	3	0	5	2	2	2	4	14	113	30	86	92	166	132	146	8	5	14	6
Hmcn1	233	151	121	16	20	25	27	17	36	13	10	524	352	205	28	14	27	54	55	58	99	496	490
2310030A07Rik	0	1	0	1	1	3	4	0	0	2	1	0	0	1	3	6	2	1	0	0	0	4	1
Edem3	3314	4248	3364	2692	4429	2912	3475	7846	5801	5454	5675	4122	4835	4937	1388	1262	1988	2315	2832	2902	4226	6675	4988
Swt1	2143	2396	1343	858	1397	1208	1313	2886	1501	1753	1668	1671	2134	2781	674	577	893	886	1158	1375	1920	2861	2010
Fam129a	1	5	3	59	110	74	85	11	43	3	11	231	99	186	8	5	8	11	18	1265	1431	85	41
Colgalt2	6	7	2	8	13	9	11	1312	897	897	875	24276	26188	31336	39	33	63	576	740	163	254	679	506
Ncf2	311	292	269	39	33	41	59	7	82	12	45	265	279	330	73	35	44	437	497	348	351	666	408
Rgl1	285	243	148	177	200	155	220	5147	4060	2738	3870	2587	3551	3629	416	310	625	3739	3615	1318	2042	2019	1403
Dhx9	1317	1631	1074	1013	1353	823	1431	1398	2321	730	1010	2417	3534	3909	945	696	980	1026	1294	1061	1511	2739	1836
Lamc1	974	973	676	360	546	328	454	2041	1579	1233	2009	2949	2430	3401	417	293	294	3062	3883	3409	3994	8237	6339
Cacna1e	24483	27788	20179	77	152	191	165	1288	536	923	572	21652	22978	30919	9111	7732	12790	30623	33465	3675	6883	23700	18970
Acbd6	4349	5360	3050	1527	2032	1804	2176	2352	909	965	2098	6211	5502	6053	1658	1303	2157	3818	3831	4902	6599	8956	6694
Xpr1	3564	4668	3080	1268	2532	2014	1887	14326	5354	6362	7311	5488	6182	7470	2455	2335	3800	3507	4134	3505	5680	8180	5649
Lhx4	0	3	9	2	5	3	3	1	1	0	0	7	1	2	1	1	2	4	2	8	9	5	5
Fam163a	10	5	3	1	21	2	6	5	3	5	1	29	13	63	20	26	37	42	47	1275	1608	3604	3217
Abl2	3694	3762	2293	1377	2101	1494	1588	4199	1940	3306	2378	4956	4170	4867	1095	924	1539	2963	2888	3302	3961	6698	4901
Ralgps2	2975	3105	2697	790	1431	1069	1327	4333	1661	2526	3109	2264	2634	3448	892	690	1042	2397	2843	1572	2038	9623	6919
Sec16b	1	1	3	129	220	72	121	3	4	2	16	32	20	27	10	20	22	192	207	52	86	54	49
2810025M15Rik	13	1	2	54	71	69	69	89	161	10	22	54	85	67	10	20	15	51	64	150	243	543	405
Astn1	6462	7288	4783	7823	10770	9039	9742	1308	560	498	930	14554	15850	21436	4918	5018	7939	16104	16231	16810	20578	27383	20735
Rfwd2	4867	5814	4346	3780	4993	3484	5034	10653	4950	5290	6513	12954	11257	12965	3324	2660	3775	4537	4647	3931	5057	10283	6974
Pappa2	27	138	89	50	85	66	78	16	7	7	8	526	592	1107	79	73	110	169	200	187	222	301	180
Tnr	7326	9656	5669	67	95	66	115	1299	966	1108	1104	24973	20547	36464	5944	5884	9886	28451	26581	34242	35170	20162	14326
Rc3h1	2647	3309	2798	1260	2259	1495	1696	3562	2313	2167	2100	3190	2967	3401	952	818	1280	1887	2327	1920	2970	5440	3588
Dnm3	19520	22291	14726	14622	18146	17459	17606	3919	2936	2736	2924	11259	11305	18047	4771	4526	7379	8237	8661	11772	14183	38541	28821
Suco	2049	2299	1685	2379	3821	2171	2966	4406	3483	4006	5420	3801	3909	5793	1130	1077	1561	1136	1317	1537	2353	4773	3042
2810442N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo6	1	2	0	2	1	11	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	3	4
Mroh9	0	1	1	1	2	3	4	2	3	1	0	4	4	3	2	0	3	1	3	1	2	3	3
Mettl11b	1	4	2	27	59	55	52	35	19	3	0	53	6	3	2	1	2	7	5	4	9	116	95
Nme7	1024	985	1093	1070	1628	1439	1294	1928	913	1569	1158	5533	4182	6850	1475	1367	2087	2331	2544	1747	2338	2950	2128
Kifap3	3962	5300	3677	3983	5641	4107	5984	2771	1648	2505	1912	7584	6547	8038	2210	2048	3029	4292	4854	4733	6818	10331	7612
BC055324	215	531	183	93	195	68	141	411	198	469	135	68	90	119	55	38	65	85	134	138	231	346	208
Tbx19	1	1	0	3	0	1	2	0	1	1	1	1	1	1	2	1	0	1	1	1	2	4	1
Dcaf6	4177	4602	3332	4052	6010	4548	5746	2337	2408	2640	1719	11815	9189	14865	2757	2421	3672	4834	5385	3582	4397	9819	6949
Adcy10	930	749	810	237	370	232	289	83	71	70	62	1354	801	1247	94	81	108	660	1004	393	575	951	632
Pou2f1	6546	7888	5250	7563	9823	7918	11252	6253	3742	5795	3702	4650	4690	5409	1279	1204	1931	2574	2732	2687	3600	9204	6399
Cd247	86	205	146	295	398	313	418	130	116	74	131	47	83	100	31	26	25	71	109	54	95	239	179
Gm16701	361	588	415	341	545	465	655	74	15	6	1	420	535	770	152	130	158	777	640	207	327	632	519
Uck2	1487	1386	1079	164	341	226	286	278	123	137	194	906	899	1331	195	185	259	1337	1436	1446	1953	2156	1471
Mgst3	607	811	528	114	267	175	217	80	15	16	13	308	557	511	105	101	165	655	752	1661	2823	876	642
Pbx1	15820	19115	12284	9842	14006	11648	13612	16102	9921	10957	10809	18439	16676	25143	6841	6957	13032	24045	23913	17442	18914	18190	12680
Nos1ap	1672	2048	1032	178	279	305	305	14797	6240	6669	5881	25742	18864	33089	8990	7463	13275	24263	24285	18453	21674	12850	9864
Atf6	4979	5630	4568	1487	3049	1744	2267	3889	3002	6277	3743	7503	7279	10401	3272	3231	5701	6395	6332	3424	5020	7188	4778
Olfml2b	2	0	0	10	2	3	8	4	11	21	0	122	108	145	146	138	259	215	288	81	342	153	105
Ddr2	173	175	50	1	10	5	4	199	164	197	251	463	159	439	6	3	6	20	22	32	63	90	56
F11r	49	40	115	108	321	191	210	5	151	122	33	651	458	134	2	2	4	7	8	13	16	10	8
Cd244	0	1	2	0	1	0	0	1	0	1	0	1	3	3	0	0	1	15	30	4	14	7	1
Pcp4l1	21	2	41	138	160	76	190	2	34	1	38	16	49	90	9	4	8	60	55	1781	3558	3495	2331
Cd48	2	6	3	10	7	7	9	2	2	3	4	98	11	23	1	5	4	7	12	1	4	5	4
Igsf9	2	0	0	0	0	0	0	0	1	3	0	20	32	40	8	14	5	160	124	37	98	49	46
Kcnj10	147	88	102	11	33	21	22	31805	26038	26908	34452	39	61	26	11	6	4	93	94	49	238	216	106
Atp1a4	10	1	17	3	4	2	5	2	1	0	2	118	68	117	8	6	16	59	77	48	67	11	3
Copa	2417	3022	2305	786	1108	785	1217	960	1121	1062	1170	1539	1987	1846	529	452	747	2731	3621	3761	5167	6344	4538
Mptx2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi203	26	27	26	1	4	8	4	0	2	0	0	151	10	5	21	11	40	12	1	1	1	0	2
Spta1	1	1	0	3	2	1	0	1	1	2	4	2	3	2	4	0	1	2	0	2	3	5	4
Grem2	1	0	0	11	21	7	21	5	13	2	3	825	1064	2007	306	267	477	843	760	916	1427	1712	1509
Fmn2	7716	9094	5848	8401	11644	9349	10964	40293	19993	24220	19595	18503	18117	22977	6254	5962	8894	10779	11322	11910	12892	22011	16231
Kmo	0	0	0	23	25	24	34	0	2	3	0	8	1	5	2	1	2	0	2	2	4	3	3
Exo1	12	98	4	0	5	4	7	1	0	7	0	4	8	32	10	5	8	16	24	36	48	32	25
Wdr64	0	2	2	8	10	12	11	2	4	5	6	125	71	10	3	6	2	24	43	4	10	18	7
Sdccag8	2193	2923	2127	1537	1823	1441	1977	4035	1827	1777	2318	5004	5639	6304	1463	1121	1887	5178	5637	5723	7167	9822	7585
Gm16432	71	54	59	44	118	106	153	35	83	7	261	927	891	1531	395	251	345	622	593	462	542	567	386
1700016C15Rik	44	56	42	9	17	4	12	24	5	17	0	6	26	5	10	5	9	23	18	61	65	80	65
Kif26b	22578	23795	17540	624	909	1011	841	110	57	70	28	4508	3931	6115	385	287	332	2198	2217	7373	7961	20933	18837
Cnst	2621	4036	2817	602	1248	700	808	822	559	469	830	2151	1304	1357	385	319	510	1188	1270	1274	1915	1874	1402
Cdc42bpa	16601	20552	13346	20224	27926	21745	27732	14716	7063	7589	6962	21250	20400	25783	5938	5033	8030	16217	18245	10036	13404	30521	22923
Acbd3	876	1130	1236	231	423	264	327	715	608	276	471	631	858	448	217	159	261	625	836	1080	1573	1802	1296
Ephx1	606	827	779	14	10	10	6	29	27	43	38	68	217	91	20	17	36	197	214	41	94	110	83
Nvl	2260	3484	2207	687	1202	725	1008	1118	785	439	850	2771	3172	3597	917	763	1154	4209	5231	3417	5258	6336	4205
Enah	3407	4179	3024	279	386	322	400	17582	9319	11279	11155	12185	11427	13276	2795	2328	3892	5297	5976	13294	16574	42305	30484
Fbxo28	1583	1359	1460	347	562	467	494	1178	635	775	952	1393	1642	1186	409	408	667	1675	2043	1600	2454	3668	2633
Disp1	116	11	39	398	570	452	605	1543	992	1069	1448	1448	1591	1971	274	272	413	1345	1299	2468	3157	1710	1363
Susd4	2988	3662	2457	3921	5900	4645	5360	97	41	168	39	4002	4151	6110	1241	945	1666	9930	9822	8696	10227	27815	21869
Capn8	0	2	0	5	4	3	4	4	1	0	18	6	0	4	0	1	4	1	1	2	4	4	5
Rab3gap2	2417	3160	2386	1469	2457	1635	2193	2269	1127	976	999	3655	3663	4294	886	705	975	5095	6774	6988	8865	9685	6460
Slc30a10	13	7	16	9	12	7	1	2189	1049	1506	1182	112	102	114	39	30	65	162	241	47	70	483	620
Bpnt1	376	533	508	194	164	121	158	469	283	118	347	424	458	477	104	105	172	633	755	775	1134	1647	1019
Mark1	2892	4838	2610	3418	4340	3361	4060	546	988	391	986	12094	7091	12354	2395	1894	2731	8147	9303	7374	8926	12403	8706
A730004F24Rik	0	0	0	2	3	2	1	3	0	0	0	1	2	6	0	0	0	1	2	1	3	10	6
Spata17	37	29	1	108	144	151	174	603	469	442	300	155	183	269	48	41	34	88	128	256	328	137	184
Gpatch2	2151	2626	1601	2192	2865	1898	2819	2667	1977	2287	1883	2469	2699	3304	888	822	1263	2957	3078	5746	6924	7160	5211
Kctd3	1195	1589	1139	291	417	304	439	405	636	360	1031	610	826	1145	325	231	415	1857	2089	1737	2239	3706	2706
Kcnk2	283	169	92	10	22	13	13	45	25	35	20	1061	463	1012	1592	1568	2457	2288	2691	2075	2817	2300	2356
Cenpf	0	0	13	0	1	0	4	0	0	0	39	33	21	26	1	1	2	3	5	3	11	7	4
Lpgat1	2307	3365	2309	5009	8317	5128	7100	323	472	687	947	5794	5426	6398	3628	2872	4353	4594	5292	4841	7191	7528	5236
Batf3	0	0	0	1	2	0	3	1	0	0	0	30	10	6	5	12	19	20	16	3	13	42	25
Vash2	28	34	9	17	16	8	25	88	0	0	5	107	97	105	13	16	19	97	163	1359	1944	2020	1294
Ppp2r5a	642	1275	597	352	579	313	535	3193	1353	968	2009	1219	1327	1684	343	306	527	1302	1726	947	1600	1903	1286
Kcnh1	13390	15381	9242	52	92	109	88	252	78	82	139	4480	5069	7400	2706	2342	4021	18092	16689	9271	10985	18287	15434
Traf5	7	1	1	4	15	3	6	9	54	14	40	211	122	209	215	135	311	527	389	56	119	113	52
Hhat	284	392	165	410	473	385	418	177	79	91	261	477	317	536	134	116	179	429	459	1094	1253	2288	1649
Traf3ip3	5	2	0	1	10	18	6	1	4	6	30	190	14	24	3	3	5	19	21	29	42	54	22
Lamb3	22	16	7	10	18	20	22	6	11	11	12	16	42	44	4	4	2	38	43	36	51	255	196
Plxna2	6032	7782	6014	57	138	67	149	10190	5926	6449	5696	10202	11662	13799	5170	5166	9720	14301	15939	13133	18322	16081	11930
Cr2	28	2	31	97	230	81	123	2589	1027	1240	2223	298	244	211	32	29	57	50	63	135	161	387	348
Sox17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	4	1	3
Lypla1	1057	1072	653	552	923	648	690	1050	1423	811	1388	652	724	1156	264	231	363	388	391	778	1017	1018	673
Mrpl15	442	505	259	142	354	187	254	220	336	128	230	379	387	371	118	116	175	288	349	509	962	928	568
Tcea1	1714	1900	1396	1252	1994	1361	1613	1867	1340	1699	1637	1733	1865	1498	591	515	859	668	785	886	1320	2193	1632
Oprk1	0	0	0	3	2	0	1	1	2	1	0	30	191	140	10	23	33	242	213	8	13	192	120
Npbwr1	0	0	0	0	0	1	0	0	0	0	0	0	3	2	3	0	0	15	14	0	1	2	1
Rb1cc1	4356	6067	4424	1596	2393	1371	2317	7437	3853	2545	3956	5808	7472	8761	2312	2103	3254	2993	3418	3215	4599	6988	4701
Fam150a	0	1	0	1	2	4	0	4	2	4	2	9	16	23	9	5	6	14	21	2	4	12	3
Pcmtd1	4278	5309	3858	2465	3889	2691	3337	9298	4628	5196	5352	5047	5486	5408	1781	1716	2587	3610	3729	3427	4312	5673	4161
Rrs1	2	0	0	3	15	8	2	40	18	12	15	15	19	0	7	8	4	10	7	17	38	19	26
3110035E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcpip1	795	1605	1036	781	1282	623	898	3323	2579	2573	3173	1511	2398	1854	549	587	810	882	985	1032	1793	1843	1329
1700034P13Rik	1	1	64	32	8	8	8	35	2	8	16	14	10	10	2	3	2	7	14	25	33	48	31
Mcmdc2	387	506	375	216	322	191	320	77	98	81	130	541	813	1073	249	232	302	531	357	370	488	147	634
Snord87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snhg6	63	53	63	65	141	35	78	17	165	99	14	55	355	31	46	48	50	85	135	112	259	266	181
Ppp1r42	12	7	11	8	22	13	32	21	12	6	4	56	43	66	33	23	37	84	63	46	25	28	32
Cops5	520	664	492	121	264	148	287	361	169	228	631	523	830	739	189	167	249	757	983	820	1576	2109	1274
Mir6341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17644	0	0	0	0	2	0	0	0	0	0	0	0	60	0	0	0	2	0	0	1	0	0	1
Prdm14	2	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	2	2	0
Tram1	720	1907	895	335	721	335	522	6912	2358	2582	2709	494	663	675	169	196	224	714	886	1722	2240	2565	1791
Xkr9	0	1	2	1	0	1	4	2	2	4	0	7	2	1	0	2	2	0	2	3	2	3	2
Gm5523	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	5	2	0	3
Msc	0	0	0	0	0	0	0	0	0	0	0	1	9	5	1	4	5	34	23	21	21	53	37
Trpa1	1	3	2	0	3	4	0	2	0	1	1	86	10	60	4	2	2	12	17	4	1	12	21
Terf1	1162	1564	1220	552	929	604	683	1077	1143	1176	879	1470	1684	1384	479	432	630	800	776	634	794	1456	1141
Rpl7	84	67	80	9	31	16	34	20	44	6	31	33	80	54	26	24	39	73	78	117	211	375	263
4930444P10Rik	8	3	0	5	20	16	14	3	1	5	1	171	48	128	44	21	32	88	124	39	51	239	176
Ube2w	5233	7312	4824	2259	4007	2594	3148	3396	2334	2472	2978	6197	6349	7930	2288	1870	3167	3844	4331	4983	5579	9311	6614
Ly96	1	116	9	310	415	243	355	424	230	504	219	159	105	76	30	30	37	57	59	279	401	131	84
Tmem70	289	330	367	182	365	232	380	523	347	249	382	226	374	397	167	139	186	329	388	596	978	864	612
D030040B21Rik	0	0	0	0	15	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0
Gdap1	1506	2165	1355	707	1115	908	945	242	226	101	559	1595	1419	2777	779	793	1054	1231	1590	1393	2229	3935	2825
Pi15	0	12	3	19	28	29	22	2	0	0	0	11	20	69	8	9	6	15	9	50	48	115	81
Crispld1	19	2	1	78	216	158	120	3	20	4	0	597	507	611	105	92	105	302	323	249	244	219	303
Crisp4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1
Defb18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1
Gm15386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2b	82	65	94	4	34	27	27	53	132	18	192	66	2	21	0	5	3	0	2	5	7	4	0
4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linc-md1	0	13	0	521	800	486	770	1	0	0	0	5	0	1	2	0	0	0	0	4	4	1	1
Mir133b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3	6	0	6	4	3	1	5	41	78	8	10	0	7	0	1	1	0	5	6	0	8	9	1
Il17a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
Paqr8	3186	4114	2740	646	1093	737	912	38407	31065	36935	34383	948	2216	1598	481	439	656	714	829	1009	1601	2673	1733
6720483E21Rik	3	5	0	2	2	4	4	6	23	12	5	27	12	8	0	1	1	10	13	16	27	27	26
Tram2	26	17	7	65	120	63	80	302	552	391	288	38	29	89	5	10	13	79	86	335	354	215	196
Tmem14a	38	63	58	147	307	132	184	462	435	527	422	234	426	296	111	149	228	454	458	299	486	560	423
Gsta3	37	34	28	49	89	32	56	21	62	86	36	281	150	126	92	90	131	403	384	258	376	464	427
Gm4956	2	0	2	1	0	1	1	0	0	1	1	1	0	14	2	0	0	1	3	1	0	6	1
Khdc1a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	10	15
