Gene	asc_S150	asc_S158	asc_S163	asc_S389	asc_S403	asc_S412	asc_S242	asc_S517	asc_S521	asc_S881	asc_S643	asc_S660	asc_S671	asc_S751	asc_S767	asc_S686	asc_S721	oligo_S422	oligo_S466	oligo_S482	oligo_S529	oligo_S542	oligo_S558	oligo_S692	oligo_S724	opc_S144	opc_S400	opc_S402	opc_S425	opc_S428	opc_S214	opc_S246
Zfp142	0	0	0	8	0	0	0	90	22	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	82	121	0	4
Epha4	76	0	0	0	0	0	0	191	64	16	7	0	1	0	41	0	0	0	122	65	6	41	0	0	2	37	45	0	5	85	45	0
Mogat1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55	0	0	0	0	0	0	0	0	3	0	0	0	0
Sgpp2	0	0	0	0	0	0	0	0	0	29	0	3	0	0	0	0	14	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0
Serpine2	141	177	11	108	133	158	26	8	104	0	31	101	163	13	49	43	47	0	0	0	0	2	0	0	0	32	40	39	54	726	28	64
Nyap2	0	0	4	1	0	1	0	0	0	0	0	0	0	0	4	0	0	21	0	122	0	0	0	0	10	0	7	0	0	0	1	1
Col4a3	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdd1	65	0	103	43	25	0	6	0	0	1	27	9	0	0	0	1	39	0	1	0	0	0	0	0	1	0	305	0	34	42	0	4
Col4a4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	6
Sphkap	0	1	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0	0	110	6	0	0	0	89	31	1	0	0	0	0	0	0
Trip12	37	0	114	42	90	123	1	43	33	11	30	33	30	87	2	7	0	18	53	80	2	1	0	0	60	156	31	3	51	68	2	33
Dner	43	0	0	1	42	134	19	0	67	0	41	52	0	120	58	0	137	0	30	12	0	14	1	0	82	3	216	17	0	0	65	57
Pid1	37	35	0	390	141	176	3	8	8	21	55	236	184	249	0	122	0	11	0	19	0	0	1	0	1	99	305	124	0	298	18	58
Sp110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630001G21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Armc9	7	1	0	0	0	104	0	2	0	4	1	25	0	0	0	26	3	0	0	0	2	0	1	0	0	9	0	8	110	0	5	0
Psmd1	33	0	2	0	37	1	1	22	0	6	59	15	12	68	13	0	22	0	2	16	17	0	0	0	0	6	0	19	170	74	1	0
Usp40	12	0	0	0	0	0	0	0	4	0	47	124	6	31	2	4	22	0	22	45	0	0	0	15	31	0	8	0	1	0	37	0
Sag	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Gigyf2	52	1	6	0	77	85	6	48	0	1	18	76	20	0	14	0	0	0	24	31	2	9	0	0	0	18	173	17	99	34	0	0
Inpp5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	158	0	0
Efhd1	0	0	22	21	0	0	0	0	0	0	0	48	0	0	0	0	0	22	1	60	0	0	3	0	15	0	0	0	0	0	0	0
Ngef	74	78	3	62	68	1	15	8	21	2	62	72	2	22	85	30	49	0	0	0	0	0	0	0	0	0	0	0	0	11	15	0
Ugt1a6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	144	83	58	1	14	0	9	47	0	36	0	470	0	4	33	1	0	317	676	486	84	114	19	198	532	223	225	17	127	55	139	145
Iqca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
C030007H22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	51	0	0	0	0	0
Col6a3	16	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	0	0	8	0	0	0	0	5	0	1	0	0	0	0	23	0	0	0	25	1	0	0	0	0	0	197	1	12	64	41	15	44
Rab17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac4	179	35	481	277	388	62	58	128	66	17	50	164	418	267	58	177	17	9	95	0	19	16	0	0	0	32	53	12	0	88	38	1
Klhl30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif1a	28	46	22	1	162	48	14	33	116	105	58	78	92	1	42	72	12	33	300	136	26	44	22	36	97	28	116	7	223	149	46	25
Crocc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1
D2hgdh	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdlbp	3	2	0	81	0	0	3	1	21	0	23	74	179	19	38	0	0	31	23	4	6	0	0	0	0	0	107	22	0	4	17	0
Thap4	0	0	0	0	0	0	0	0	0	2	0	20	0	0	0	0	11	0	11	12	0	0	0	85	3	0	0	0	3	0	0	0
Farp2	116	0	0	0	0	25	0	0	0	0	5	59	0	1	0	0	28	6	7	42	4	2	6	195	0	0	0	9	0	8	1	1
Slco4c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	1	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Slco6b1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	34	0	0	0	0	0
Slco6d1	0	2	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	32	0	0	0	1	0	0	0	0	0	1	13	0
Gin1	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	70	0
B230216N24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pam	102	11	18	193	0	1	3	0	40	0	1	0	2	55	2	0	0	2	53	37	1	11	0	14	1	4	98	2	21	2	0	2
D1Ertd622e	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	2	0	0	0	0	0	0	0	34	0	0	0
Cntnap5b	0	3	39	2	0	1	0	2	1	1	2	0	0	2	1	1	3	0	2	1	0	0	0	0	16	2	77	8	2	5	22	13
Pign	37	7	1	1	6	0	0	7	42	1	5	0	0	0	1	1	0	3	0	8	0	4	0	0	0	0	0	0	1	12	0	58
Bcl2	52	39	0	63	384	119	0	18	45	4	133	34	26	121	0	0	78	0	0	0	0	0	0	0	0	0	0	7	0	1	0	69
Gm20753	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Phlpp1	275	129	8	272	371	80	44	258	68	49	278	550	337	71	15	100	63	354	87	308	111	46	42	210	847	110	117	13	66	21	8	233
Gli2	380	3	26	478	253	8	46	65	65	79	128	193	280	351	82	53	35	0	42	0	4	0	0	0	29	0	21	0	0	0	2	0
Cfap221	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn4	13	6	0	168	13	17	2	1	3	11	9	28	49	54	2	0	39	49	24	30	0	4	6	0	53	3	155	10	96	62	28	41
Sctr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc93	0	0	0	0	2	101	0	0	0	0	0	1	0	0	0	51	0	0	7	0	0	0	0	0	46	0	0	0	122	45	1	0
Celrr	58	14	122	27	100	61	13	43	0	14	9	40	1	17	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f5	0	0	0	0	13	63	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	6	4	0	33	0	0	0	93	0	0	0
Nckap5	118	11	171	793	251	491	21	94	50	19	88	348	438	131	65	1	57	55	147	1	0	4	3	0	13	53	554	86	162	402	64	366
Mgat5	264	219	0	562	328	296	46	3	61	37	84	145	336	455	8	0	35	1	79	0	7	0	27	0	10	78	41	3	36	5	10	1
Tmem163	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	28	0	52	171	73	0	0	1	0	0	100	58	10	683	103	23	65
Ccnt2	113	0	7	0	75	35	3	3	51	0	50	33	24	10	10	46	0	17	27	25	7	0	5	77	0	0	127	0	63	47	20	30
Zranb3	0	1	0	0	0	1	0	0	0	0	7	9	0	0	0	0	1	0	15	1	0	2	1	0	70	0	23	0	0	93	1	0
R3hdm1	125	28	72	305	40	12	3	117	36	1	52	337	115	20	101	13	1	1	128	54	9	13	27	51	82	9	101	21	174	168	33	11
Lct	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1
C4bp-ps1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Cd55b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcamr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Srgap2	83	1	104	157	230	79	18	0	45	7	74	132	92	24	16	2	0	17	44	0	9	4	10	54	0	63	1	8	96	45	41	13
Lemd1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Nfasc	164	104	0	68	68	6	0	169	14	15	75	127	91	15	17	4	21	36	426	406	81	34	65	21	1020	302	351	27	2715	23	0	1
Tmcc2	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	65	96	64	0	23	1	0	25	0	4	0	99	7	6	0
Cntn2	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	1	78	203	441	41	31	10	145	139	0	0	2	0	0	0	0
Lrrn2	0	0	9	0	0	0	0	167	60	0	14	0	0	2	27	0	0	1	30	83	0	0	2	0	0	94	80	0	84	42	34	0
Plekha6	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	33	7	1	0	0	0	0	52	0	16	4	15	0	0
Lgr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	169	0	0	0	0	0	5
Ptpn7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ppp1r12b	0	2	108	195	60	0	0	1	11	5	3	70	11	0	26	141	35	53	70	91	6	0	1	48	19	57	0	1	67	51	0	8
Klhl12	0	0	6	51	0	0	10	18	11	2	1	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	80	0	8	0
Tmem183a	104	0	0	0	0	0	0	66	17	0	4	33	89	0	0	54	50	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
Kdm5b	0	47	0	105	26	63	3	10	6	7	15	6	95	0	37	1	0	12	16	7	0	1	1	0	0	0	22	0	21	0	0	0
Syt2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	1
Nav1	13	0	19	10	0	0	6	0	106	12	0	66	0	0	0	25	0	0	113	21	30	26	1	0	50	167	185	39	365	339	67	8
Ipo9	87	0	0	0	0	0	2	0	23	9	0	1	0	0	0	0	0	0	0	18	3	5	0	0	34	0	0	0	45	18	4	0
Platr22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ptprc	0	0	0	0	0	0	1	0	0	6	0	0	0	88	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Atp6v1g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd1b	71	0	1	7	1	20	1	26	0	1	1	1	6	0	0	2	0	37	77	25	0	0	0	0	8	89	0	15	157	2	2	4
Nek7	136	0	0	0	104	27	12	27	20	0	17	36	11	146	0	0	52	51	28	22	0	0	1	39	0	0	77	5	24	0	5	2
Crb1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Gm5833	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Cfh	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm4788	1	0	0	34	0	0	10	1	0	0	1	0	1	0	0	0	56	9	0	0	0	0	0	0	0	0	2	0	0	27	0	0
Cfhr2	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930590L20Rik	0	0	51	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Uchl5	0	0	0	0	0	0	0	0	16	0	5	68	0	0	0	0	0	0	42	21	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmcn1	0	0	0	0	0	1	12	0	0	0	0	14	0	0	0	36	2	89	1	0	11	0	0	0	1	0	13	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem3	32	0	2	0	0	56	4	1	1	0	0	10	9	0	0	19	1	0	46	46	14	0	0	13	0	0	88	0	1	12	0	0
Swt1	21	0	0	0	0	6	13	6	1	1	6	0	0	0	0	0	0	0	6	10	0	0	0	0	9	4	0	1	0	0	0	0
Fam129a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	68	5	0	0	14	1	0	0	0	41	0	0	0
Colgalt2	0	0	0	0	12	21	0	0	0	6	7	30	0	4	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncf2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	47	0	0	0	0	0	0	0
Rgl1	73	0	1	0	21	0	0	91	2	0	0	39	0	25	26	5	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx9	0	0	0	0	0	0	0	2	27	12	0	0	0	0	30	7	0	0	2	0	0	0	0	0	43	0	9	0	0	0	0	0
Lamc1	17	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	5	19	34	19	0	0	0	74	0	6	219	2	23	95	71	34
Cacna1e	0	0	0	0	0	0	1	65	46	10	6	2	0	0	22	0	0	0	52	203	22	0	4	12	1	0	1	32	0	83	74	40
Acbd6	94	0	0	16	0	0	0	0	4	0	1	2	26	0	0	0	5	5	0	13	0	0	0	0	0	0	0	7	0	1	3	1
Xpr1	7	27	30	229	6	4	8	33	11	14	4	54	72	32	23	1	0	0	1	119	0	0	2	0	78	60	59	4	232	43	71	44
Lhx4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Fam163a	17	50	68	125	86	0	5	10	2	18	20	4	176	97	29	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	1	0
Abl2	64	1	0	21	101	18	0	87	0	0	57	109	3	0	48	0	0	16	22	30	2	0	0	0	0	1	0	0	0	0	5	0
Ralgps2	0	0	2	38	0	95	16	21	35	0	2	0	80	0	27	0	0	0	0	27	0	0	0	0	0	0	1	8	0	2	17	0
Sec16b	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2810025M15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astn1	81	101	66	40	472	194	10	160	42	9	117	110	203	81	75	0	0	1	125	55	4	0	11	0	0	38	451	53	180	106	53	62
Rfwd2	89	103	4	230	3	0	4	0	30	0	2	88	11	0	16	0	22	14	13	8	6	0	0	62	0	0	3	24	0	68	12	19
Pappa2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	97	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnr	9	0	17	0	0	39	4	0	0	1	46	0	0	0	0	0	0	3	7	0	0	0	8	0	2	392	3101	343	7299	1705	589	349
Rc3h1	43	1	1	69	7	0	14	0	1	4	15	0	0	1	1	18	31	55	150	1	17	2	12	48	128	0	0	0	16	39	11	2
Dnm3	13	3	0	140	0	4	0	0	102	4	1	278	0	0	7	0	1	25	107	165	64	79	25	68	175	125	177	26	1003	194	111	17
Suco	0	8	0	0	0	5	5	1	0	4	0	124	0	0	0	0	0	0	3	1	2	0	0	0	55	16	6	4	0	20	1	19
2810442N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0
Mroh9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl11b	0	4	3	1	21	0	0	0	0	1	0	29	22	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme7	0	22	38	80	17	78	25	1	0	0	16	135	0	5	5	39	10	0	0	62	0	0	0	0	0	0	30	0	0	0	1	0
Kifap3	0	0	0	97	3	0	0	40	31	1	12	13	34	109	2	57	0	13	60	6	10	0	0	0	56	31	20	0	109	10	12	0
BC055324	50	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	7	0	0	0	0	0	1	0	52	0	0	5	0	0
Tbx19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf6	17	14	0	175	1	13	0	44	4	0	9	12	1	3	0	38	34	0	22	20	7	0	0	19	0	0	8	0	46	66	7	8
Adcy10	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	0	0	0	10	2	0	4	0	0	0	0
Pou2f1	19	2	178	42	50	7	0	3	66	33	44	67	8	45	7	0	3	33	5	0	1	0	2	0	0	0	36	0	8	20	6	21
Cd247	0	0	0	0	0	0	8	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0
Gm16701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uck2	23	0	0	0	0	24	0	0	1	0	0	1	0	0	0	0	19	1	4	0	3	0	0	0	0	0	0	0	0	1	0	0
Mgst3	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
Pbx1	357	192	152	424	471	444	70	149	148	50	200	335	145	284	28	99	966	30	30	0	2	19	0	6	18	12	219	11	15	126	16	127
Nos1ap	0	0	0	0	110	0	0	55	12	2	2	14	123	180	10	3	1	0	48	62	13	9	1	0	0	98	57	1	0	1	8	0
Atf6	117	13	0	0	56	33	0	11	2	15	0	58	0	21	9	0	0	35	47	1	12	13	2	0	0	0	6	10	6	0	1	7
Olfml2b	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	62	6	0	3	0	0	4	0	0	0	0	0	0	0	0	0
Ddr2	9	0	0	2	4	0	32	3	0	0	0	0	0	0	31	0	6	0	4	1	1	0	0	0	0	0	0	0	0	36	0	2
F11r	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1
Pcp4l1	0	0	0	0	0	0	0	41	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kcnj10	72	4	0	130	20	71	28	96	35	0	20	97	0	0	6	21	0	9	7	12	17	8	0	0	0	13	0	4	80	71	22	21
Atp1a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copa	0	1	26	0	0	0	0	61	41	2	42	19	0	0	0	3	93	0	5	0	0	11	5	0	0	0	20	0	0	12	31	0
Mptx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ifi203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spta1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Grem2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0
Fmn2	227	69	66	12	435	183	3	128	66	50	54	141	119	169	97	13	137	6	52	0	0	6	0	54	0	10	17	14	167	104	8	16
Kmo	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Wdr64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdccag8	70	62	13	0	40	109	1	0	0	22	1	130	121	2	14	14	0	37	22	38	0	2	0	0	0	0	94	0	63	71	0	1
Gm16432	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	41	0	4	0	0	0	0	0	0	0	0	0	0	41
1700016C15Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0
Kif26b	0	0	68	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	26	0	0	0	0	0	0	77	0	0	0	4	7	0
Cnst	0	29	0	0	0	0	0	0	0	0	10	21	0	0	0	0	10	3	13	0	0	0	0	0	0	0	18	0	83	7	0	0
Cdc42bpa	240	6	218	283	32	163	11	38	95	15	15	422	39	0	25	77	101	191	183	286	65	41	17	478	108	127	50	7	184	35	27	34
Acbd3	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	49	0	0	9	17	0	0	0	0	0	0	0	0	1	14	12	0
Ephx1	128	0	0	0	0	0	0	0	18	0	0	0	30	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nvl	3	1	0	23	26	65	10	0	0	0	0	3	0	0	0	23	0	18	23	6	0	0	3	0	13	3	4	6	0	72	4	0
Enah	113	81	47	161	139	75	9	110	152	1	116	118	92	282	8	0	64	26	78	50	0	32	0	0	0	104	70	33	47	283	16	6
Fbxo28	15	0	0	0	0	91	1	0	0	0	31	6	0	4	0	0	24	18	24	1	13	0	0	0	2	0	0	3	0	0	10	15
Disp1	61	0	0	0	1	15	5	0	0	10	2	28	0	0	0	0	47	3	0	0	0	0	0	0	0	32	2	0	16	18	0	0
Susd4	4	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	51	5	0	0	0	0	0	16	49	6	768	1	31	57
Capn8	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Rab3gap2	57	0	29	0	6	103	0	46	0	46	21	77	2	48	0	1	75	19	24	51	1	0	0	4	0	1	15	7	2	33	15	2
Slc30a10	203	3	0	0	0	0	0	33	0	0	5	0	0	0	0	0	14	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0
Bpnt1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	22	0	0	0	29	0	0	0	0	0	0	0	0	0	20	0	0	0
Mark1	0	0	0	23	3	0	0	8	0	5	20	0	2	0	0	0	0	0	21	21	0	0	0	0	1	6	5	0	2	43	9	1
A730004F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata17	0	29	0	0	1	0	0	0	0	0	32	18	0	0	0	0	40	0	0	8	0	0	0	0	0	0	0	0	1	44	0	0
Gpatch2	79	0	3	0	32	13	0	44	0	13	26	0	1	5	1	0	72	0	8	7	0	6	4	14	0	0	53	0	31	3	6	10
Kctd3	0	31	0	0	0	0	0	0	11	0	1	17	0	26	0	0	4	100	61	87	22	2	0	119	0	11	0	12	18	0	7	0
Kcnk2	269	0	0	0	0	23	0	0	88	1	63	0	116	1	0	0	42	0	5	1	0	0	0	0	3	333	15	1	0	50	0	53
Cenpf	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpgat1	83	0	0	0	0	43	0	33	0	0	0	11	0	0	12	0	0	23	113	12	11	23	8	46	94	0	1	0	1	2	49	0
Batf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	17
Vash2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5a	0	1	0	257	7	0	1	21	13	24	2	211	0	0	30	127	90	10	5	0	0	2	2	1	1	2	0	0	0	0	2	0
Kcnh1	0	1	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	1	98	0	1	0	0	0	0	0
Traf5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	4	0	61	0	1	0	0	0
