Species	Cell_type	Category	Location	Gene	Score
human	Granule	HK	Gene_body	LENG9	0.006387225548902196
human	Granule	HK	Gene_body	PEG3	0.011909514304723886
human	Granule	HK	Gene_body	PEG3	0.15828343313373258
human	Granule	HK	Gene_body	PUM2	0.026347305389221556
human	Granule	HK	Gene_body	KIF3C	0.19122807017543866
human	Granule	HK	Gene_body	KIF3C	0.05124282982791587
human	Granule	HK	Gene_body	KIF3C	0.09763313609467456
human	Granule	HK	Gene_body	KIF3C	0.06742243436754178
human	Granule	HK	Gene_body	KIF3C	0.23595317725752513
human	Granule	HK	Gene_body	SPTBN1	0.27226775956284155
human	Granule	HK	Gene_body	SPTBN1	0.003193612774451098
human	Granule	HK	Gene_body	SPTBN1	0.08722554890219562
human	Granule	HK	Gene_body	SPTBN1	0.6622754491017968
human	Granule	HK	Gene_body	SPTBN1	0.030339321357285426
human	Granule	HK	Gene_body	SPTBN1	0.04968847352024922
human	Granule	HK	Gene_body	SPTBN1	0.001996007984031936
human	Granule	HK	Gene_body	SPTBN1	0.00878243512974052
human	Granule	HK	Gene_body	SPTBN1	0.36407185628742517
human	Granule	HK	Gene_body	SPTBN1	0.1159680638722555
human	Granule	HK	Gene_body	SPTBN1	0.017499999999999998
human	Granule	HK	Gene_body	RTN4	0.009181636726546906
human	Granule	HK	Gene_body	RTN4	0.348159509202454
human	Granule	HK	Gene_body	RTN4	0.09381237524950096
human	Granule	HK	Gene_body	RTN4	0.07151162790697675
human	Granule	HK	Gene_body	RTN4	0.010578842315369262
human	Granule	HK	Gene_body	RTN4	0.19765624999999992
human	Granule	HK	Gene_body	RTN4	0.41397058823529403
human	Granule	HK	Gene_body	USP34	0.3379241516966069
human	Granule	HK	Gene_body	RAB1A	0.5702300405953993
human	Granule	HK	Gene_body	SPRED2	0.05123339658444022
human	Granule	HK	Gene_body	SPRED2	0.054291417165668675
human	Granule	HK	Gene_body	SPRED2	0.06606786427145708
human	Granule	HK	Gene_body	SPRED2	0.023153692614770457
human	Granule	HK	Gene_body	SPRED2	0.11868758915834521
human	Granule	HK	Gene_body	SPRED2	0.0656686626746507
human	Granule	HK	Gene_body	SPRED2	0.32912457912457915
human	Granule	HK	Gene_body	SPRED2	0.6344603381014302
human	Granule	HK	Gene_body	CNRIP1	0.21171052631578952
human	Granule	HK	Gene_body	DGUOK	0.08015873015873015
human	Granule	HK	Gene_body	DCTN1	0.3960159362549802
human	Granule	HK	Gene_body	DCTN1	0.4411177644710578
human	Granule	HK	Gene_body	ST3GAL5	0.1607843137254903
human	Granule	HK	Gene_body	SNRNP200	0.1413173652694611
human	Granule	HK	Gene_body	KANSL3	0.15198618307426598
human	Granule	HK	Gene_body	MAP3K2	0.4093812375249501
human	Granule	HK	Gene_body	MAP3K2	0.02135728542914172
human	Granule	HK	Gene_body	MAP3K2	0.14798464491362764
human	Granule	HK	Gene_body	MAP3K2	0.11464052287581705
human	Granule	HK	Gene_body	IWS1	0.1322440087145969
human	Granule	HK	Gene_body	GTDC1	0.97004662004662
human	Granule	HK	Gene_body	GTDC1	1
human	Granule	HK	Gene_body	GTDC1	0.006446280991735538
human	Granule	HK	Gene_body	GTDC1	0.7992727272727271
human	Granule	HK	Gene_body	BAZ2B	0.19520958083832338
human	Granule	HK	Gene_body	BAZ2B	0.0724550898203593
human	Granule	HK	Gene_body	BAZ2B	0.09081836327345313
human	Granule	HK	Gene_body	BAZ2B	0.7282741738066094
human	Granule	HK	Gene_body	BAZ2B	0.8157821229050278
human	Granule	HK	Gene_body	BAZ2B	0.3253581661891117
human	Granule	HK	Gene_body	BAZ2B	0.9485207100591716
human	Granule	HK	Gene_body	UBE2E3	0.8212180746561888
human	Granule	HK	Gene_body	UBE2E3	0.06354581673306772
human	Granule	HK	Gene_body	NCKAP1	0.04545454545454546
human	Granule	HK	Gene_body	NCKAP1	0.028343313373253496
human	Granule	HK	Gene_body	NCKAP1	0.24630738522954093
human	Granule	HK	Gene_body	NCKAP1	0.3237521514629949
human	Granule	HK	Gene_body	INPP1	0.08188539741219965
human	Granule	HK	Gene_body	NAB1	0.03299899699097294
human	Granule	HK	Gene_body	NAB1	0.015009746588693959
human	Granule	HK	Gene_body	NAB1	0.321756487025948
human	Granule	HK	Gene_body	NAB1	0.25337078651685385
human	Granule	HK	Gene_body	NAB1	0.5357677902621724
human	Granule	HK	Gene_body	KANSL1L	0.1668156424581005
human	Granule	HK	Gene_body	KANSL1L	0.4454404945904172
human	Granule	HK	Gene_body	DNAJB2	0.41023166023166
human	Granule	HK	Gene_body	USP40	7.782101167315176e-4
human	Granule	HK	Gene_body	USP40	0.11916167664670661
human	Granule	HK	Gene_body	USP40	0.18687258687258687
human	Granule	HK	Gene_body	NSFL1C	0.35438247011952195
human	Granule	HK	Gene_body	PRNP	0.0012658227848101266
human	Granule	HK	Gene_body	CDS2	0.042315369261477054
human	Granule	HK	Gene_body	CDS2	0.13125000000000003
human	Granule	HK	Gene_body	CDS2	0.043712574850299404
human	Granule	HK	Gene_body	SNX5	0.3877729257641922
human	Granule	HK	Gene_body	HM13	0.2977777777777778
human	Granule	HK	Gene_body	HM13	0.2988023952095809
human	Granule	HK	Gene_body	NCOA6	0.16950495049504943
human	Granule	HK	Gene_body	NCOA6	0.22754491017964068
human	Granule	HK	Gene_body	EPB41L1	0.4053949903660886
human	Granule	HK	Gene_body	EPB41L1	0.3214088397790055
human	Granule	HK	Gene_body	EPB41L1	0.12714570858283436
human	Granule	HK	Gene_body	EPB41L1	0.12619502868068833
human	Granule	HK	Gene_body	CHD6	0.22098360655737698
human	Granule	HK	Gene_body	CHD6	0.011377245508982035
human	Granule	HK	Gene_body	CHD6	0.24489795918367335
human	Granule	HK	Gene_body	CHD6	0.03333333333333333
human	Granule	HK	Gene_body	CHD6	0.09660678642714571
human	Granule	HK	Gene_body	CHD6	0.17524950099800393
human	Granule	HK	Gene_body	CHD6	0.694813614262561
human	Granule	HK	Gene_body	ELMO2	0.19769033361847727
human	Granule	HK	Gene_body	ELMO2	0.1405733186328556
human	Granule	HK	Gene_body	STX16	0.16551724137931031
human	Granule	HK	Gene_body	DIDO1	0.3085828343313373
human	Granule	HK	Gene_body	DIDO1	7.936507936507937e-4
human	Granule	HK	Gene_body	DIDO1	0.05903814262023219
human	Granule	HK	Gene_body	DIDO1	0.32734530938123746
human	Granule	HK	Gene_body	APP	0.12480314960629922
human	Granule	HK	Gene_body	APP	0.3332007952286281
human	Granule	HK	Gene_body	APP	0.00998003992015968
human	Granule	HK	Gene_body	APP	0.21034482758620696
human	Granule	HK	Gene_body	APP	0.012774451097804392
human	Granule	HK	Gene_body	APP	0.0047422680412371136
human	Granule	HK	Gene_body	APP	0.1045908183632735
human	Granule	HK	Gene_body	APP	0.012499999999999999
human	Granule	HK	Gene_body	APP	0.15346687211093993
human	Granule	HK	Gene_body	APP	0.20071684587813604
human	Granule	HK	Gene_body	APP	0.002994011976047905
human	Granule	HK	Gene_body	APP	0.011133200795228627
human	Granule	HK	Gene_body	APP	0.03577661431064572
human	Granule	HK	Gene_body	APP	0.06481113320079522
human	Granule	HK	Gene_body	APP	0.04570858283433134
human	Granule	HK	Gene_body	APP	0.03732809430255404
human	Granule	HK	Gene_body	APP	0.28483033932135715
human	Granule	HK	Gene_body	APP	0.3467065868263472
human	Granule	HK	Gene_body	APP	0.4616087751371116
human	Granule	HK	Gene_body	BRWD1	0.7239520958083836
human	Granule	HK	Gene_body	BRWD1	0.1327922077922078
human	Granule	HK	Gene_body	BRWD1	0.14535017221584384
human	Granule	HK	Gene_body	DIP2A	0.01437125748502994
human	Granule	HK	Gene_body	DIP2A	0.24570858283433136
human	Granule	HK	Gene_body	SMARCB1	0.10938053097345132
human	Granule	HK	Gene_body	SMARCB1	0.009490333919156418
human	Granule	HK	Gene_body	SMARCB1	0.02541254125412541
human	Granule	HK	Gene_body	SMARCB1	0.0087893864013267
human	Granule	HK	Gene_body	EIF4ENIF1	0.29840319361277445
human	Granule	HK	Gene_body	RBFOX2	0.24731977818853965
human	Granule	HK	Gene_body	RBFOX2	0.6826254826254825
human	Granule	HK	Gene_body	RBFOX2	0.11576846307385232
human	Granule	HK	Gene_body	RBFOX2	0.2940119760479042
human	Granule	HK	Gene_body	RBFOX2	0.7917543859649124
human	Granule	HK	Gene_body	RBFOX2	0.36307385229540917
human	Granule	HK	Gene_body	CSNK1E	0.39615384615384597
human	Granule	HK	Gene_body	CRBN	0.2359126984126984
human	Granule	HK	Gene_body	LRRN1	0.09241516966067867
human	Granule	HK	Gene_body	LRRN1	0.019316239316239322
human	Granule	HK	Gene_body	ARL8B	0.07744510978043911
human	Granule	HK	Gene_body	CAPN7	0.02513966480446927
human	Granule	HK	Gene_body	SH3BP5	0.0743879472693032
human	Granule	HK	Gene_body	SH3BP5	0.24527503526093086
human	Granule	HK	Gene_body	SH3BP5	0.0025948103792415174
human	Granule	HK	Gene_body	SH3BP5	0.006779661016949152
human	Granule	HK	Gene_body	SH3BP5	0.0019455252918287938
human	Granule	HK	Gene_body	SH3BP5	0.047409733124018846
human	Granule	HK	Gene_body	SH3BP5	0.023572744014732964
human	Granule	HK	Gene_body	SH3BP5	0.004655493482309125
human	Granule	HK	Gene_body	SH3BP5	0.0011673151750972765
human	Granule	HK	Gene_body	SH3BP5	0.0027944111776447107
human	Granule	HK	Gene_body	SH3BP5	0.24932935916542479
human	Granule	HK	Gene_body	ANKRD28	0.13749999999999998
human	Granule	HK	Gene_body	ANKRD28	0.09960079840319364
human	Granule	HK	Gene_body	ANKRD28	0.7636726546906187
human	Granule	HK	Gene_body	ANKRD28	0.5991513437057991
human	Granule	HK	Gene_body	ANKRD28	0.08502994011976046
human	Granule	HK	Gene_body	ANKRD28	0.0552268244575937
human	Granule	HK	Gene_body	ANKRD28	0.30775047258979205
human	Granule	HK	Gene_body	UBE2E2	0.02994011976047904
human	Granule	HK	Gene_body	UBE2E2	0.29003322259136216
human	Granule	HK	Gene_body	UBE2E2	0.027145708582834334
human	Granule	HK	Gene_body	CLASP2	0.5878504672897197
human	Granule	HK	Gene_body	CLASP2	0.20219560878243512
human	Granule	HK	Gene_body	CLASP2	0.6724070450097845
human	Granule	HK	Gene_body	CLASP2	0.704305283757339
human	Granule	HK	Gene_body	IP6K2	0.1958167330677291
human	Granule	HK	Gene_body	IP6K2	0.15570117955439058
human	Granule	HK	Gene_body	ARIH2	0.2614770459081836
human	Granule	HK	Gene_body	PXK	0.11576846307385233
human	Granule	HK	Gene_body	PXK	0.010597302504816955
human	Granule	HK	Gene_body	PXK	0.0018587360594795538
human	Granule	HK	Gene_body	PXK	0.013572854291417163
human	Granule	HK	Gene_body	PXK	0.05615079365079366
human	Granule	HK	Gene_body	ATXN7	0.48372093023255824
human	Granule	HK	Gene_body	ATXN7	0.6430678466076697
human	Granule	HK	Gene_body	ATXN7	0.015568862275449102
human	Granule	HK	Gene_body	ATXN7	0.0662162162162162
human	Granule	HK	Gene_body	ATXN7	0.663451232583065
human	Granule	HK	Gene_body	ATXN7	0.024809160305343508
human	Granule	HK	Gene_body	CEP97	0.2575609756097561
human	Granule	HK	Gene_body	ZNF148	0.18941398865784495
human	Granule	HK	Gene_body	ZNF148	0.5119760479041915
human	Granule	HK	Gene_body	ZNF148	0.5683624801271862
human	Granule	HK	Gene_body	NPHP3	0.1070043103448276
human	Granule	HK	Gene_body	MSL2	0.3341972642188625
human	Granule	HK	Gene_body	C3orf58	0.9845124282982793
human	Granule	HK	Gene_body	C3orf58	0.11113281250000002
human	Granule	HK	Gene_body	RNF13	0.1658153241650295
human	Granule	HK	Gene_body	MBNL1	0.42381687242798355
human	Granule	HK	Gene_body	MBNL1	0.933333333333333
human	Granule	HK	Gene_body	MBNL1	0.6279441117764473
human	Granule	HK	Gene_body	MBNL1	0.055289421157684635
human	Granule	HK	Gene_body	MBNL1	0.03664717348927876
human	Granule	HK	Gene_body	MBNL1	0.42035928143712575
human	Granule	HK	Gene_body	MBNL1	0.1872832369942197
human	Granule	HK	Gene_body	MBNL1	0.024950099800399198
human	Granule	HK	Gene_body	MBNL1	0.09418604651162793
human	Granule	HK	Gene_body	MBNL1	0.03275193798449611
human	Granule	HK	Gene_body	NLGN1	0.39461077844311376
human	Granule	HK	Gene_body	NLGN1	0.01383177570093458
human	Granule	HK	Gene_body	NLGN1	0.4071856287425148
human	Granule	HK	Gene_body	NLGN1	0.4861386138613861
human	Granule	HK	Gene_body	NLGN1	0.37624750499001997
human	Granule	HK	Gene_body	NLGN1	0.293956043956044
human	Granule	HK	Gene_body	NLGN1	0.010748560460652591
human	Granule	HK	Gene_body	NLGN1	0.5594230769230769
human	Granule	HK	Gene_body	NLGN1	0.013060428849902536
human	Granule	HK	Gene_body	NLGN1	0.3446183953033268
human	Granule	HK	Gene_body	NLGN1	0.013572854291417165
human	Granule	HK	Gene_body	NLGN1	0.6542743538767396
human	Granule	HK	Gene_body	NLGN1	0.2003992015968064
human	Granule	HK	Gene_body	NLGN1	0.015526802218114604
human	Granule	HK	Gene_body	NLGN1	0.7141716566866269
human	Granule	HK	Gene_body	NLGN1	0.020930232558139535
human	Granule	HK	Gene_body	NLGN1	0.20958083832335325
human	Granule	HK	Gene_body	NLGN1	0.446655231560892
human	Granule	HK	Gene_body	NLGN1	0.45097276264591435
human	Granule	HK	Gene_body	NLGN1	0.3147704590818363
human	Granule	HK	Gene_body	NLGN1	0.20798403193612774
human	Granule	HK	Gene_body	NLGN1	0.04085027726432532
human	Granule	HK	Gene_body	NLGN1	0.034055118110236225
human	Granule	HK	Gene_body	NLGN1	0.2103792415169661
human	Granule	HK	Gene_body	NLGN1	0.006586826347305391
human	Granule	HK	Gene_body	NLGN1	0.22265917602996257
human	Granule	HK	Gene_body	NLGN1	0.0140893470790378
human	Granule	HK	Gene_body	NLGN1	0.02155688622754491
human	Granule	HK	Gene_body	NLGN1	0.7467961165048547
human	Granule	HK	Gene_body	NLGN1	0.1301397205588822
human	Granule	HK	Gene_body	NLGN1	0.10199203187250995
human	Granule	HK	Gene_body	NLGN1	0.20967741935483866
human	Granule	HK	Gene_body	NLGN1	0.11744471744471742
human	Granule	HK	Gene_body	NLGN1	0.6604790419161675
human	Granule	HK	Gene_body	TBL1XR1	0.09980314960629921
human	Granule	HK	Gene_body	TBL1XR1	0.01866666666666667
human	Granule	HK	Gene_body	TBL1XR1	0.02554890219560878
human	Granule	HK	Gene_body	PIK3CA	0.36906187624750514
human	Granule	HK	Gene_body	DCUN1D1	0.2525660964230172
human	Granule	HK	Gene_body	KLHL24	0.20591603053435112
human	Granule	HK	Gene_body	TRA2B	0.2792415169660679
human	Granule	HK	Gene_body	TRA2B	0.3152777777777777
human	Granule	HK	Gene_body	TAPT1	0.04850299401197605
human	Granule	HK	Gene_body	TAPT1	0.07724550898203593
human	Granule	HK	Gene_body	TAPT1	0.022352941176470586
human	Granule	HK	Gene_body	TAPT1	0.14457050243111833
human	Granule	HK	Gene_body	FRYL	0.04637964774951077
human	Granule	HK	Gene_body	FRYL	0.16646706586826346
human	Granule	HK	Gene_body	FRYL	0.6351390922401173
human	Granule	HK	Gene_body	OCIAD1	0.018962075848303395
human	Granule	HK	Gene_body	PAQR3	0.33436385255648043
human	Granule	HK	Gene_body	MAPK10	0.10132890365448505
human	Granule	HK	Gene_body	MAPK10	0.05
human	Granule	HK	Gene_body	MAPK10	0.3362449799196787
human	Granule	HK	Gene_body	MAPK10	0.04471057884231537
human	Granule	HK	Gene_body	MAPK10	0.5128205128205128
human	Granule	HK	Gene_body	MAPK10	0.033752244165170565
human	Granule	HK	Gene_body	MAPK10	0.087624750499002
human	Granule	HK	Gene_body	MAPK10	0.13433133732534927
human	Granule	HK	Gene_body	MAPK10	0.22666666666666668
human	Granule	HK	Gene_body	MAPK10	0.5478564307078766
human	Granule	HK	Gene_body	HERC3	0.12584070796460176
human	Granule	HK	Gene_body	HERC3	0.21053677932405568
human	Granule	HK	Gene_body	HERC3	0.09352941176470587
human	Granule	HK	Gene_body	HERC3	0.34398530762167157
human	Granule	HK	Gene_body	HERC3	0.3928286852589642
human	Granule	HK	Gene_body	NFKB1	0.1709284627092846
human	Granule	HK	Gene_body	NFKB1	0.2400874635568513
human	Granule	HK	Gene_body	ELOVL6	0.45155038759689925
human	Granule	HK	Gene_body	ELOVL6	0.05608782435129741
human	Granule	HK	Gene_body	ELOVL6	0.014371257485029942
human	Granule	HK	Gene_body	ELOVL6	0.1566003616636528
human	Granule	HK	Gene_body	ELOVL6	0.07391304347826089
human	Granule	HK	Gene_body	ELOVL6	0.03037475345167653
human	Granule	HK	Gene_body	ELOVL6	0.03972055888223552
human	Granule	HK	Gene_body	ELOVL6	0.3596666666666665
human	Granule	HK	Gene_body	ELOVL6	0.26188850967007954
human	Granule	HK	Gene_body	ELOVL6	0.5376673040152965
human	Granule	HK	Gene_body	KIAA1109	0.06083032490974731
human	Granule	HK	Gene_body	KIAA1109	0.06746506986027943
human	Granule	HK	Gene_body	ZNF827	0.5890865954922895
human	Granule	HK	Gene_body	ZNF827	0.06172006745362565
human	Granule	HK	Gene_body	ZNF827	0.055179282868525914
human	Granule	HK	Gene_body	ZNF827	0.24530973451327429
human	Granule	HK	Gene_body	ZNF827	0.014234875444839857
human	Granule	HK	Gene_body	ZNF827	0.04491017964071858
human	Granule	HK	Gene_body	ZNF827	0.22012987012987018
human	Granule	HK	Gene_body	ZNF827	0.2926415094339622
human	Granule	HK	Gene_body	ZNF827	0.9246093749999998
human	Granule	HK	Gene_body	ZNF827	0.2704590818363273
human	Granule	HK	Gene_body	ZNF827	0.20783242258652096
human	Granule	HK	Gene_body	ZNF827	0.5561671763506627
human	Granule	HK	Gene_body	ZNF827	0.823994038748137
human	Granule	HK	Gene_body	GRIA2	0.29506903353057184
human	Granule	HK	Gene_body	GRIA2	0.0064558629776021075
human	Granule	HK	Gene_body	GRIA2	0.06912350597609562
human	Granule	HK	Gene_body	GRIA2	0.08076923076923077
human	Granule	HK	Gene_body	MARCH6	0.0038043478260869567
human	Granule	HK	Gene_body	MARCH6	0.010578842315369263
human	Granule	HK	Gene_body	CTNND2	0.007827788649706457
human	Granule	HK	Gene_body	CTNND2	0.01656686626746507
human	Granule	HK	Gene_body	CTNND2	0.00834697217675941
human	Granule	HK	Gene_body	CTNND2	0.020738636363636362
human	Granule	HK	Gene_body	CTNND2	0.10234833659491195
human	Granule	HK	Gene_body	CTNND2	0.04578124999999998
human	Granule	HK	Gene_body	CTNND2	0.005747126436781608
human	Granule	HK	Gene_body	CTNND2	0.0011976047904191619
human	Granule	HK	Gene_body	CTNND2	0.0024427480916030535
human	Granule	HK	Gene_body	CTNND2	0.0035714285714285713
human	Granule	HK	Gene_body	CTNND2	0.4523622047244094
human	Granule	HK	Gene_body	CTNND2	0.052487135506003424
human	Granule	HK	Gene_body	CTNND2	0.00219560878243513
human	Granule	HK	Gene_body	CTNND2	0.22651622002820873
human	Granule	HK	Gene_body	CTNND2	0.3668662674650699
human	Granule	HK	Gene_body	CTNND2	0.014772727272727272
human	Granule	HK	Gene_body	CTNND2	0.09590163934426228
human	Granule	HK	Gene_body	CTNND2	0.2574218750000001
human	Granule	HK	Gene_body	CTNND2	0.4157684630738524
human	Granule	HK	Gene_body	CTNND2	0.11176470588235295
human	Granule	HK	Gene_body	CTNND2	0.20138781804163472
human	Granule	HK	Gene_body	CTNND2	0.013976705490848586
human	Granule	HK	Gene_body	CTNND2	0.018091451292246517
human	Granule	HK	Gene_body	CTNND2	0
human	Granule	HK	Gene_body	CTNND2	0.22638623326959845
human	Granule	HK	Gene_body	CTNND2	0.10000000000000002
human	Granule	HK	Gene_body	CTNND2	0.05155642023346304
human	Granule	HK	Gene_body	CTNND2	0.12895805142083896
human	Granule	HK	Gene_body	ANKH	0.046274509803921574
human	Granule	HK	Gene_body	ANKH	0.00499001996007984
human	Granule	HK	Gene_body	ANKH	0
human	Granule	HK	Gene_body	ANKH	0.004790419161676647
human	Granule	HK	Gene_body	ANKH	0.17564870259481039
human	Granule	HK	Gene_body	ANKH	0.0344294003868472
human	Granule	HK	Gene_body	ANKH	0.021556886227544907
human	Granule	HK	Gene_body	ANKH	0.00777777777777778
human	Granule	HK	Gene_body	ANKH	0.2761363636363636
human	Granule	HK	Gene_body	ANKH	0.18297180043383954
human	Granule	HK	Gene_body	ANKH	0.15988023952095806
human	Granule	HK	Gene_body	ANKH	0.11616766467065867
human	Granule	HK	Gene_body	ANKH	0.00818363273453094
human	Granule	HK	Gene_body	ANKH	0.06773584905660378
human	Granule	HK	Gene_body	ANKH	0.03072727272727273
human	Granule	HK	Gene_body	ANKH	0.06167664670658684
human	Granule	HK	Gene_body	ANKH	0.09089147286821708
human	Granule	HK	Gene_body	ANKH	0.42942643391521185
human	Granule	HK	Gene_body	GOLPH3	0.22211720226843104
human	Granule	HK	Gene_body	GPBP1	0.10490196078431373
human	Granule	HK	Gene_body	GPBP1	0.20059880239520964
human	Granule	HK	Gene_body	KIF2A	0.056116504854368934
human	Granule	HK	Gene_body	WDR41	0.3296222664015906
human	Granule	HK	Gene_body	WDR41	0.017764471057884236
human	Granule	HK	Gene_body	WDR41	0.07530864197530865
human	Granule	HK	Gene_body	PAPD4	0.14810379241516966
human	Granule	HK	Gene_body	CCNH	0.08582834331337326
human	Granule	HK	Gene_body	CCNH	0.10974155069582503
human	Granule	HK	Gene_body	LNPEP	0.08197674418604652
human	Granule	HK	Gene_body	LNPEP	0.06274131274131277
human	Granule	HK	Gene_body	LNPEP	0.0632734530938124
human	Granule	HK	Gene_body	LNPEP	0.25145985401459847
human	Granule	HK	Gene_body	LNPEP	0.0172147001934236
human	Granule	HK	Gene_body	PJA2	0.01937984496124031
human	Granule	HK	Gene_body	PJA2	0.21976047904191617
human	Granule	HK	Gene_body	PJA2	0.3662194159431727
human	Granule	HK	Gene_body	REEP5	0.3165725047080979
human	Granule	HK	Gene_body	REEP5	0.00598802395209581
human	Granule	HK	Gene_body	REEP5	0.19241516966067856
human	Granule	HK	Gene_body	REEP5	0.18461538461538454
human	Granule	HK	Gene_body	SEMA6A	0.8750883392226149
human	Granule	HK	Gene_body	SEMA6A	0.23610586011342144
human	Granule	HK	Gene_body	SEMA6A	0.316245487364621
human	Granule	HK	Gene_body	SEMA6A	0.12763636363636366
human	Granule	HK	Gene_body	SEMA6A	0.07524950099800401
human	Granule	HK	Gene_body	SEMA6A	0.2083832335329342
human	Granule	HK	Gene_body	SEMA6A	0.11532710280373831
human	Granule	HK	Gene_body	SEMA6A	0.5343313373253494
human	Granule	HK	Gene_body	SEMA6A	0.8958498023715413
human	Granule	HK	Gene_body	SEMA6A	0.12255489021956088
human	Granule	HK	Gene_body	KIF3A	0.14402515723270443
human	Granule	HK	Gene_body	AFF4	0.2764635603345281
human	Granule	HK	Gene_body	SAR1B	0.0903010033444816
