Gene	1406_xk_granule	1417_pk_granule	1422_xk_basket	1433_pk_basket	1867_xk_astrocyte	1986_pk_astrocyte	1864_xk_oligo	1983_pk_oligo	1866_xk_opc	1984_pk_opc
ATF6	2718	4351	2187	2146	1134	1513	888	1961	681	1607
SH2D1B	5	0	5	3	1	1	0	1	2	6
OLFML2B	9	6	7	31	35	7	5	96	3	2
DDR2	83	87	67	127	894	2293	778	231	39	313
RGS5	341	504	757	589	425	834	410	675	129	198
HSD17B7	318	138	360	149	237	144	501	187	546	176
LOC101928404	0	0	0	0	0	0	0	0	0	0
RXRG	2	0	0	4	55	171	0	21	3	0
LMX1A	2	6	21	12	45	1	7	18	2	2
LOC400794	0	1	2	3	1	2	5	2	4	2
FAM78B	3583	2457	4246	3091	380	1859	187	1323	440	1949
POU2F1	8225	11546	6364	4891	2599	6494	2752	3955	2753	4522
MAEL	146	172	90	146	14	123	21	90	202	255
CD247	130	219	346	371	55	180	78	91	19	20
POGK	412	366	681	533	96	279	121	429	99	256
DUSP27	1	0	2	2	16	0	1	0	0	0
RCSD1	4	1	4	13	368	74	3	1	4	6
DCAF6	2147	3262	2037	1956	1128	2396	1056	1394	682	1957
ADCY10	335	424	377	381	2	80	105	146	200	236
TBX19	2	8	3	4	24	50	87	131	22	78
NME7	1582	2340	2323	2120	897	1757	1043	1127	861	1048
SELP	4	9	161	154	7	59	4	42	7	4
LINC00970	657	466	2813	2131	147	179	139	206	60	39
SLC19A2	249	284	982	529	58	275	16	181	138	182
KIFAP3	3121	5135	4094	3547	772	1541	690	1067	1283	1781
LOC101928650	39	53	38	46	21	29	42	32	21	12
PRRC2C	5204	7097	5716	6621	4260	7916	10695	16545	3731	6236
MROH9	10	7	6	14	28	119	486	4578	8921	9563
VAMP4	786	1274	730	661	167	297	109	206	60	370
CENPL	32	35	45	25	24	8	87	12	13	3
RC3H1	1646	2619	1373	1298	690	1111	726	1268	472	1179
LOC100506023	3790	4435	2846	2120	683	2943	700	1670	415	1320
SLC9C2	18	36	209	144	165	495	80	27	91	19
RABGAP1L	25087	35168	12269	10135	4560	7121	5836	6941	2927	7484
TNR	4104	2539	17763	11493	10463	39452	2875	73647	50720	172966
ASTN1	7615	7746	16113	13368	1167	2508	1187	7007	4020	13898
PAPPA2	245	333	229	347	247	720	297	413	45	173
TEX35	1	0	0	0	0	2	0	0	1	0
RALGPS2	1556	2678	2094	1561	236	277	66	754	816	1238
ABL2	2081	2480	2645	1983	813	1170	1024	984	675	1219
FAM20B	444	454	578	379	82	268	921	357	97	546
NPHS2	3	4	3	11	3	5	14	1	4	1
AXDND1	19	22	113	45	85	66	32	13	32	96
CEP350	2910	4165	3002	2548	2417	3079	3573	4027	1640	2137
XPR1	2706	3804	2922	2631	1102	1403	677	1073	1232	1610
STX6	970	1251	1019	827	265	736	307	458	267	548
CACNA1E	1098	2788	86	103	551	6174	153	1312	392	2332
ZNF648	4	4	4	3	0	1	1	5	0	0
NMNAT2	15552	17044	8090	9064	1464	4006	336	2319	982	3227
LAMC2	299	400	25	15	215	12	0	29	2	1
RNASEL	6	9	71	79	20	116	33	90	5	45
LAMC1	2158	2250	1880	1102	516	751	11	511	1079	591
DHX9	944	1180	1224	812	351	683	389	726	600	564
RGL1	3700	4339	2144	1925	1962	6582	4201	4128	1041	1611
ARPC5	147	159	25	48	80	113	184	231	93	146
COLGALT2	2144	2604	40	70	175	247	4516	6558	1387	3546
SWT1	374	592	548	503	541	1034	923	825	266	814
FAM129A	26	67	12	24	265	233	25	7	236	25
RNF2	482	597	336	217	400	369	159	273	102	612
HMCN1	27	35	63	51	43	75	70	31	44	20
C1orf27	1285	1770	1110	905	462	523	906	697	520	599
PLA2G4A	7	5	10	14	283	44	11	5	13	8
LINC01036	2353	3647	66	72	90	67	75	81	85	236
LOC440704	6	11	10	8	12	5	15	4	24	5
BRINP3	5277	8094	745	333	1830	5917	361	6344	8366	16447
TROVE2	1158	1606	1238	1181	365	1090	745	849	266	746
LINC01031	24	28	25	33	10	9	23	37	11	3
CDC73	2230	3299	3108	2312	1276	1898	1629	2123	1948	2364
KCNT2	4	13	23	64	1486	6231	30	1559	836	3548
CFH	1	10	1	5	57	291	7	4	3	2
CFHR5	2	4	3	3	3	1	3	0	5	2
DENND1B	1453	2537	1531	1630	669	1983	76	639	599	1677
LHX9	0	0	0	0	0	0	1	0	1	0
CRB1	2525	3845	2037	2209	1855	8346	662	2446	1580	4116
PTPRC	5	8	68	30	808	62	2	5	4	8
MIR181A1HG	3839	3235	3342	3538	192	176	4494	4851	682	4226
NR5A2	10	8	10	9	6	32	21	60	15	72
IGFN1	0	1	3	6	27	38	8	1	3	3
ZNF281	163	198	161	149	20	80	149	384	16	53
CAMSAP2	3853	5269	6173	5133	1508	3435	1514	3557	1990	4148
CACNA1S	1	3	5	4	2	23	9	26	7	2
LOC101929224	16	30	28	30	32	221	1	41	29	19
NAV1	14	19	1681	1306	734	3394	312	1550	1472	2309
IPO9	1249	1213	1566	1163	492	1341	342	1169	266	609
LGR6	4	4	16	28	2876	12724	8	2	6	4
IPO9-AS1	7	12	22	37	13	63	43	47	100	8
ADORA1	317	299	51	26	143	390	520	1337	166	1035
KLHL12	256	232	386	201	65	170	50	194	161	105
PPFIA4	3444	3118	1028	902	351	300	57	345	178	197
SYT2	4206	3588	16207	10670	329	1006	161	879	136	255
KDM5B	942	1206	871	760	284	793	485	877	2814	928
SOX13	15	27	20	27	131	642	389	1152	1613	2742
ATP2B4	704	1215	35	48	687	3936	814	4247	2622	4560
GOLT1A	15	32	400	427	26	25	1	10	1	12
PLEKHA6	2197	2781	7307	6266	1154	4472	708	2884	2078	3388
ZC3H11A	1513	1849	1605	1196	920	2553	2129	2536	1363	1475
NFASC	4532	4603	8943	6433	1067	6309	5891	16369	2512	7035
LEMD1	177	439	30	67	11	13	14	12	8	6
TMCC2	436	483	73	90	50	243	1371	1193	4	272
SRGAP2	15060	15862	2791	2576	3790	1544	865	2252	557	1734
SLC26A9	9	0	40	33	3	26	5	95	0	15
MAPKAPK2	235	225	2948	2061	209	320	329	574	27	231
CD55	480	660	708	521	231	97	1480	1380	69	167
CR2	1	2	20	15	1	1	3	1	2	0
C4BPB	11	18	16	18	0	10	1	10	6	0
FCAMR	0	0	0	0	1	0	1	0	0	0
IL19	0	0	9	4	1	0	0	3	1	0
PLXNA2	6954	5352	1234	1112	1284	7827	53	1073	740	1534
CAMK1G	10	50	115	190	3	2	1	4	1	2
SYT14	5719	7867	6481	5225	541	617	1571	1927	2264	3272
DIEXF	93	91	187	101	42	55	47	155	31	90
HHAT	96	104	466	229	473	629	468	607	472	1154
SERTAD4	14	6	0	3	22	70	3	116	10	142
RCOR3	2519	4579	2417	2425	756	1498	1281	2163	939	2188
LINC00467	23	11	78	57	227	235	81	152	70	139
INTS7	445	474	773	365	143	221	910	874	501	943
ATF3	12	17	21	17	29	4	45	52	14	11
PPP2R5A	484	589	618	399	441	1003	2042	1456	309	894
DTL	5	14	8	4	5	4	0	20	4	26
NSL1	2143	3417	1881	1842	1167	1262	1528	1703	857	1343
RPS6KC1	2478	3320	3781	3016	1380	2026	2173	2217	892	2206
PTPN14	25	41	52	35	284	554	81	882	1212	1635
PROX1	1270	1407	11	27	324	1994	856	2591	436	1171
SMYD2	248	230	858	253	33	67	39	179	73	157
KCNK2	29	6	7	30	37	8	31	271	251	491
KCTD3	1601	2213	1325	1192	283	644	912	830	670	516
GPATCH2	510	786	1173	1104	542	1007	521	812	419	1188
SPATA17	13	23	125	80	96	185	11	60	14	80
TGFB2	26	17	53	43	283	1808	10	54	27	51
MIR548F3	57	91	454	468	217	1135	55	148	57	166
BPNT1	98	111	79	60	132	158	25	166	87	69
MARK1	2920	3683	1293	1322	1072	3314	1345	2098	709	3128
HLX-AS1	57	146	168	162	17	55	5	72	148	105
AIDA	324	458	220	250	207	292	77	167	1068	228
TAF1A	131	137	274	120	50	38	110	125	112	175
DISP1	1282	1820	1274	1021	1040	1173	170	1236	1490	2597
NVL	797	1098	1030	989	463	685	365	807	200	800
CAPN2	1058	939	1186	804	700	3238	545	1627	497	1531
FBXO28	492	633	568	440	178	342	174	415	64	232
CAPN8	13	26	28	19	14	129	20	21	11	20
DNAH14	53	55	6977	6894	493	110	183	343	588	546
CNIH3	57	74	473	342	53	395	27	187	34	409
EPHX1	66	45	422	212	504	1188	1458	2542	58	114
PARP1	431	451	717	617	146	392	260	539	253	49
ENAH	769	1324	1921	1709	552	1408	1081	3546	1027	3284
CDC42BPA	8729	13768	11443	10409	2641	7511	7628	11133	4240	9092
PSEN2	244	149	255	206	9	117	3	51	4	36
WNT9A	9	31	2	2	1	8	0	15	2	8
ZNF678	1125	1496	767	673	506	1127	863	1396	991	1636
OBSCN	1192	1970	1102	817	210	197	31	75	174	49
HIST3H2BB	0	1	0	0	0	2	0	0	0	0
RHOU	34	88	43	43	84	185	963	1252	119	363
NUP133	925	1215	1127	738	326	683	393	874	123	559
PGBD5	2134	2116	3101	2241	656	2280	2175	1630	825	1122
GALNT2	1329	1315	3854	2730	2570	4039	1235	2393	1774	3567
SPRTN	117	147	109	108	74	86	75	59	22	45
TTC13	1771	1557	1693	1261	464	1104	530	1244	331	1378
LINC00582	0	0	0	0	0	0	0	0	0	0
TRIM67	1665	1124	8309	4894	103	26	50	385	237	1580
PCNX2	9677	11615	8754	7345	2094	2928	601	3440	1568	5433
SLC35F3	11635	20663	11408	8137	503	647	777	3968	4779	6335
LYST	4700	6468	2945	2312	1296	2097	1235	1766	1074	2512
ARID4B	3500	5529	3332	3334	1768	2819	4080	3663	1138	3749
TBCE	548	675	629	477	357	522	487	488	194	629
RBM34	234	251	292	186	103	234	257	258	127	503
MIR5096	611	798	957	861	113	820	109	798	137	1176
EDARADD	4	12	18	32	7	28	11	27	12	24
MTR	1464	1715	2594	2281	1076	3292	647	2072	1395	1939
ACTN2	12	4	56	62	78	320	3100	1999	209	458
NID1	95	57	147	91	229	1193	23	116	83	316
GPR137B	641	659	1727	1442	875	1385	326	626	1864	1343
HEATR1	251	330	408	291	110	327	343	354	57	322
RYR2	27592	31874	11051	10357	683	923	1132	3573	263	491
LOC100130331	2	6	0	2	1	5	0	2	1	9
CHRM3	7	14	18	8	11	12	51	15	14	20
GREM2	61	18	266	187	8	153	5	16	7	7
WDR64	10	14	79	112	32	91	37	68	9	27
BECN2	0	0	0	0	0	0	0	0	0	0
KMO	3	11	6	8	5	27	0	23	20	46
CEP170	3513	4972	2582	2567	1646	2448	3182	5093	1927	2276
AKT3	18134	29985	12719	12268	9667	17397	7721	10268	11479	15421
ZBTB18	3360	8881	2315	3577	1028	1793	1063	1218	609	586
LOC339529	39	102	343	345	144	739	45	442	430	994
EFCAB2	1545	2479	3198	2477	848	2256	919	1858	584	1631
COX20	1296	2210	847	827	381	1432	558	971	155	569
C1orf101	580	1072	813	687	458	1229	1252	999	253	932
ADSS	1025	2085	1287	1641	432	484	4117	1435	422	931
ZNF670	0	0	0	0	0	0	0	0	0	0
TFB2M	132	129	247	99	44	70	21	78	24	77
ZNF670-ZNF695	53	94	46	61	1	13	3	16	12	21
OR2L13	646	3359	848	2651	69	167	1288	4042	540	3286
WASH7P	29	45	53	55	50	48	51	41	30	18
MIR1302-10	0	0	0	0	0	0	0	0	0	0
MIR1302-9	0	0	0	0	0	0	0	0	0	0
MIR1302-11	0	0	0	0	0	0	0	0	0	0
FAM138C	0	0	0	0	0	0	0	0	0	0
FAM138F	0	0	0	0	0	0	0	0	0	0
MIR6859-3	0	0	0	0	0	0	0	0	0	0
MIR6859-4	0	0	0	0	0	0	0	0	0	0
MIR1302-2	0	0	0	0	0	0	0	0	0	0
DDX11L1	1	1	1	1	0	1	1	0	0	0
MIR6859-1	0	0	0	0	0	0	0	0	0	0
MIR6859-2	0	0	0	0	0	0	0	0	0	0
OR4F5	0	1	1	0	0	0	0	3	2	0
FAM138A	0	0	0	0	0	0	0	0	0	0
FAM138D	0	0	0	0	0	0	1	1	1	0
LOC729737	3	17	6	16	17	12	2	8	4	3
LOC100132062	0	0	0	0	0	0	0	0	0	0
LOC100132287	0	0	0	0	0	0	0	0	0	0
OR4F3	0	0	0	0	0	0	0	0	0	0
OR4F29	0	0	0	0	0	0	0	0	0	0
OR4F16	0	0	0	0	0	0	0	0	0	0
MIR6723	14	123	30	310	12	51	47	190	39	68
LOC101928626	0	0	0	0	0	3	0	1	0	0
LOC100133331	14	12	16	19	12	37	24	55	1	16
LOC100288069	18	17	22	11	11	25	10	20	19	8
FAM87B	49	38	24	38	10	22	10	30	1	6
LINC01128	973	970	939	776	273	525	437	462	57	460
LINC00115	28	32	34	16	54	37	68	20	0	32
FAM41C	8	17	6	7	3	4	4	4	0	2
PLEKHN1	0	5	0	1	9	45	4	1	2	1
PERM1	0	4	0	5	2	0	2	3	1	1
HES4	0	1	0	0	6	4	1	1	0	0
NOC2L	45	31	109	44	15	61	57	81	16	60
ISG15	0	0	0	0	15	0	2	1	7	0
SAMD11	0	6	19	12	2	8	8	13	6	6
KLHL17	13	3	15	15	31	3	8	9	0	1
MIR429	0	0	0	0	0	0	0	0	0	0
MIR200B	0	0	0	0	0	0	0	0	0	0
RNF223	0	0	0	0	1	0	2	0	3	0
MIR200A	0	0	0	0	0	0	1	0	0	0
LINC01342	1	1	1	0	1	1	5	1	3	3
C1orf159	203	239	413	314	90	208	441	139	36	50
SCNN1D	25	29	113	57	33	56	21	50	29	107
UBE2J2	97	83	162	123	81	116	63	141	57	21
TNFRSF18	2	2	2	2	1	0	11	0	0	0
SDF4	52	89	107	73	17	51	15	67	26	15
MIR6726	0	0	0	0	0	0	0	0	0	0
TNFRSF4	0	2	0	0	1	1	2	2	0	0
B3GALT6	21	17	31	28	9	14	79	46	0	4
FAM132A	0	1	1	0	4	1	5	2	3	2
ACAP3	333	280	197	229	153	340	317	937	352	1279
DVL1	38	34	68	46	11	100	101	145	37	18
ANKRD65	29	23	23	30	11	64	152	137	2	46
CPSF3L	227	243	408	188	60	424	239	304	148	412
CCNL2	441	490	415	284	333	917	402	477	210	429
MIR6727	0	0	0	0	0	0	0	0	0	0
AURKAIP1	10	8	24	11	26	19	0	40	93	15
MIR6808	0	0	0	0	0	0	0	0	0	0
MXRA8	42	42	179	143	43	109	90	43	31	35
TMEM88B	1	0	0	0	2	0	18	26	2	1
TAS1R3	0	1	11	1	1	1	2	1	0	1
LOC148413	35	18	41	25	15	68	29	47	1	28
CPTP	1	1	9	2	1	9	2	0	3	8
MRPL20	51	76	96	51	8	137	55	95	21	61
LOC102724312	0	1	0	3	3	1	509	81	2	21
ATAD3C	6	3	22	24	3	3	18	12	68	1
ATAD3B	41	21	146	58	14	80	34	43	18	8
ATAD3A	79	59	118	75	7	40	154	31	12	35
TMEM240	9	18	15	11	11	15	4	9	0	5
MIB2	17	19	75	34	63	61	85	41	15	13
CDK11B	142	237	88	176	77	315	149	452	198	230
SLC35E2B	231	307	394	327	206	612	172	466	127	338
MMP23B	0	0	0	0	0	0	1	0	0	0
C1orf233	8	5	59	42	0	0	2	4	0	0
MMP23A	0	0	0	0	0	0	0	0	0	0
NADK	84	80	261	143	89	264	18	50	39	207
SLC35E2	203	230	311	220	128	236	342	211	76	212
CALML6	1	0	1	0	0	0	0	0	0	0
TMEM52	0	2	1	0	0	0	0	0	0	0
GABRD	229	197	203	120	27	26	8	35	4	1
FAAP20	108	80	57	48	36	93	8	89	29	363
LOC100129534	0	0	0	0	0	0	0	0	0	0
SKI	3534	3018	1324	803	826	981	501	910	890	1045
PEX10	3	1	16	4	6	10	0	8	0	1
RER1	227	216	304	183	86	500	298	346	217	291
FAM213B	3	3	9	11	3	38	6	21	0	16
LOC115110	0	0	0	1	3	0	0	2	0	8
TNFRSF14	2	6	0	0	41	93	33	14	11	3
HES5	0	0	0	0	26	48	0	5	0	57
PANK4	61	42	122	27	11	81	79	252	109	74
LOC100996583	20	17	27	8	19	33	0	8	1	4
MIR4251	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0
LINC00982	0	0	0	0	0	6	0	2	0	3
ARHGEF16	1	2	8	8	1	0	0	48	2	1
TPRG1L	55	26	79	55	10	33	8	45	30	24
WRAP73	59	37	68	19	18	66	34	107	1	3
MIR551A	0	0	0	0	0	0	0	0	0	0
SMIM1	0	1	0	0	0	35	8	0	0	1
CCDC27	0	0	2	4	0	34	0	6	1	6
TP73-AS1	153	190	123	88	90	214	164	273	171	335
LRRC47	78	89	135	84	104	47	267	103	1087	39
DFFB	232	249	323	251	51	171	40	245	33	57
CEP104	581	570	669	482	343	778	584	1092	413	421
C1orf174	54	106	75	83	32	115	30	103	39	66
LINC01134	14	6	39	9	10	8	5	4	6	0
LINC01346	1	1	1	1	1	0	3	0	1	0
LOC284661	0	0	0	0	0	0	9	0	1	0
MIR4417	0	0	0	0	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0	0	0	0	0
LINC00337	0	0	0	1	0	0	1	0	0	0
ICMT	117	121	252	225	15	65	10	102	30	107
GPR153	0	0	100	58	3	6	2	22	3	2
RPL22	141	197	137	74	153	117	95	71	191	48
RNF207	156	159	269	159	33	205	1	60	0	50
LOC102724450	11	3	3	1	0	1	0	3	0	0
HES3	0	0	2	0	0	15	0	0	0	0
HES2	0	0	0	0	0	0	0	1	0	0
PLEKHG5	515	257	1025	480	22	144	4	49	8	51
TNFRSF25	156	127	219	128	56	17	3	8	32	2
ESPN	15	5	33	8	1	56	3	1	0	0
MIR4252	0	0	0	0	0	0	0	0	0	0
PHF13	15	16	23	15	26	21	99	24	83	7
TAS1R1	14	15	68	36	35	78	3	23	2	27
ZBTB48	24	16	75	35	21	220	44	79	31	217
KLHL21	28	24	60	56	99	137	190	84	2	23
THAP3	18	18	52	21	23	26	31	46	14	64
LOC100505887	0	1	0	0	1	0	0	0	0	0
PER3	2701	5499	1566	2460	1568	7847	846	4025	526	2788
UTS2	17	30	3	5	16	27	0	9	0	0
VAMP3	315	332	472	272	183	485	327	494	113	291
PARK7	210	205	209	193	99	277	54	284	99	103
TNFRSF9	2	2	3	4	1	1	1	6	1	4
ERRFI1	487	437	437	464	271	1052	475	526	164	185
LOC102724539	0	0	0	0	0	0	0	1	1	2
SLC45A1	152	90	138	95	76	206	15	77	50	129
SNORD128	0	0	0	0	0	0	0	0	0	0
LOC102724552	0	0	0	0	0	0	0	0	0	0
MIR6728	0	0	0	0	0	0	0	0	0	0
ENO1	154	117	508	343	390	2450	114	320	36	394
ENO1-AS1	0	0	4	3	0	4	13	6	0	11
CA6	3	5	9	4	4	8	11	4	8	2
SLC2A7	2	2	2	1	1	0	0	1	5	0
GPR157	2	1	43	17	8	6	0	10	5	2
MIR34A	0	0	0	0	0	0	0	0	0	0
H6PD	292	301	506	444	183	782	123	559	424	407
LOC102724571	0	0	121	104	8	13	0	1	0	9
LOC100506022	2	0	1	5	5	0	0	8	7	9
TMEM201	50	29	121	77	35	68	35	123	121	110
PIK3CD-AS2	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS1	0	0	0	0	0	0	0	0	0	0
CLSTN1	3252	3435	2732	1792	514	982	347	1255	1182	1409
LZIC	86	87	222	157	41	155	74	195	59	81
CTNNBIP1	993	755	466	336	147	456	204	575	529	424
RBP7	4	9	2	5	3	1	96	44	2	5
MIR5697	0	0	0	0	0	0	0	0	0	0
MIR1273D	0	0	0	0	0	0	0	0	0	0
RNU6-7	0	0	0	0	0	0	0	0	0	0
RNU6-1	0	0	0	0	0	0	0	0	0	0
RNU6-9	0	0	0	0	0	0	0	0	0	0
RNU6-8	0	0	0	0	0	0	0	0	0	0
RNU6-2	0	0	0	0	0	0	0	0	0	0
APITD1-CORT	5	4	8	6	28	6	3	2	1	1
PGD	73	55	205	115	41	118	27	130	34	104
DFFA	56	36	72	70	16	141	80	55	17	65
APITD1	0	0	0	0	0	0	0	0	0	0
CORT	0	0	0	0	0	0	0	0	0	0
C1orf127	2	6	409	62	7	3	8	2	5	1
TARDBP	1256	1532	1119	1032	682	793	937	1178	271	601
MASP2	494	656	521	400	123	238	198	328	354	316
EXOSC10	783	754	545	516	448	1160	840	1877	1725	1657
LOC105376736	1	1	0	2	0	1	0	1	3	13
SRM	65	20	204	85	30	136	4	148	6	87
MTOR-AS1	0	0	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0	0	0
UBIAD1	99	99	134	103	46	132	204	137	51	386
FBXO44	226	215	427	296	76	132	30	119	135	36
FBXO2	45	41	100	46	17	4	54	30	31	3
LOC101929181	1	0	0	0	0	0	0	2	0	0
C1orf167	3	1	1	4	2	0	0	1	1	2
DRAXIN	23	40	0	1	5	16	2	4	4	3
MAD2L2	37	34	13	11	10	22	14	14	14	8
LOC102724659	0	0	0	0	0	0	0	0	0	0
AGTRAP	1	4	2	1	34	148	50	146	2	36
RNU5E-1	1	0	0	1	2	0	0	0	0	0
CLCN6	442	444	702	476	170	488	419	654	279	436
NPPA-AS1	24	17	21	3	1	38	0	12	3	2
NPPA	11	2	1	0	0	0	0	1	0	0
KIAA2013	66	71	131	97	61	130	103	159	42	31
NPPB	0	0	0	0	0	0	0	0	0	0
MFN2	290	196	568	343	234	267	64	326	107	120
MIR6729	0	0	0	0	0	0	0	0	0	0
PLOD1	53	61	172	111	83	159	437	196	6	61
MIIP	102	70	260	123	97	483	2	166	240	172
TNFRSF8	5	6	12	5	6	9	9	3	6	4
MIR7846	0	0	0	0	0	0	0	0	0	0
MIR4632	0	0	0	0	0	0	0	0	0	0
SNORA59A	0	0	0	0	0	0	0	0	0	0
MIR6730	0	0	0	0	0	0	0	0	0	0
SNORA59B	0	0	0	0	0	0	0	0	0	0
AADACL4	8	6	3	6	13	10	14	7	18	5
PRAMEF1	0	0	1	0	0	0	0	0	0	0
C1orf158	1	0	1	0	2	1	0	0	0	0
AADACL3	1	0	0	1	0	0	1	0	1	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	1	0
PRAMEF6	0	1	0	1	5	2	7	0	5	1
PRAMEF4	0	0	0	0	0	1	1	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0
PRAMEF22	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	1	0	0	0	0	0	0	0
PRAMEF33P	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	1	0	0	0	0	0	0	0	0
PRAMEF14	0	0	1	0	0	0	0	0	0	0
PRAMEF20	1	3	175	102	1	0	2	0	2	1
PRAMEF17	0	1	4	2	0	1	0	0	1	1
PDPN	1	8	14	9	216	795	6	437	42	415
C1orf195	0	0	0	0	0	0	0	0	0	0
TMEM51-AS1	1339	1023	19	35	87	142	32	36	20	81
EFHD2	169	164	20	23	139	257	12	41	0	4
CTRC	1	4	2	1	0	9	1	0	1	0
DNAJC16	414	420	615	513	230	610	357	516	210	303
CASP9	289	170	251	131	67	200	68	132	36	91
CELA2B	202	147	157	64	57	92	134	77	126	25
AGMAT	6	7	7	6	2	5	2	5	3	4
RSC1A1	104	125	127	135	20	96	6	199	0	65
DDI2	353	395	444	279	211	178	176	398	43	211
SLC25A34	33	20	86	46	49	40	0	28	8	1
FLJ37453	45	51	49	54	41	28	71	67	12	56
TMEM82	0	5	2	8	0	0	2	0	0	0
UQCRHL	6	11	3	1	5	5	0	1	0	0
FBLIM1	4	4	134	91	2	12	4	13	3	55
ZBTB17	274	220	366	256	72	389	382	664	65	403
CLCNKA	15	1	189	162	6	1	5	19	0	0
CLCNKB	53	19	19	71	0	11	3	5	1	0
FAM131C	214	137	222	190	19	149	74	50	0	6
C1orf64	0	0	0	0	0	0	0	0	1	0
HSPB7	19	4	7	6	2	14	0	2	1	0
EPHA2	9	8	85	57	4	31	5	5	7	31
ARHGEF19	2	2	67	30	3	8	0	4	23	2
RSG1	4	0	11	10	0	0	0	0	0	0
CROCCP3	1895	2636	1105	1143	372	1110	178	867	159	1021
RNVU1-18	0	0	0	0	0	0	0	0	0	0
RNU1-1	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0	0
NECAP2	362	485	181	198	52	517	28	304	54	149
SPATA21	32	35	17	16	3	15	7	16	13	3
CROCCP2	338	262	167	100	100	242	97	164	26	314
MIR3675	0	0	0	0	0	0	0	0	0	0
NBPF1	1016	930	724	395	179	609	255	624	158	969
FAM231B	0	2	0	0	0	0	0	0	0	0
FAM231A	0	0	0	0	0	0	0	0	0	0
MST1L	1	17	27	5	4	23	17	34	4	23
ESPNP	2	4	2	0	1	0	0	5	3	1
FAM231C	0	0	0	0	0	0	0	0	0	0
LOC105376805	9	7	12	3	18	10	2	26	0	0
MFAP2	1	2	0	0	0	1	1	0	0	0
ATP13A2	173	122	535	231	16	84	13	145	14	64
CROCC	397	398	212	148	237	265	118	375	205	154
PADI2	143	64	1852	896	166	654	2039	4973	153	1235
MIR3972	0	0	0	0	0	0	0	0	0	0
PADI3	1	3	5	1	1	1	4	1	3	0
PADI1	2	2	3	1	1	1	0	0	2	2
PADI4	1	6	1	4	1	3	4	2	3	2
PADI6	2	2	4	3	1	0	2	1	0	2
LOC101927876	0	1	20	3	0	0	0	0	0	0
TAS1R2	2	2	1	0	2	1	0	0	1	5
MIR1290	0	0	0	0	0	0	0	0	0	0
MIR4695	0	0	0	0	0	0	0	0	0	0
IFFO2	532	537	1317	744	130	385	548	425	140	430
MRTO4	46	27	43	45	45	56	0	14	2	0
EMC1	67	40	106	64	38	102	18	78	86	61
LOC101927895	127	163	181	145	29	114	8	73	107	56
PQLC2	102	66	122	72	27	73	0	72	7	38
LOC100506730	76	110	71	54	9	175	3	42	0	86
AKR7A3	17	20	16	8	12	24	2	57	0	1
AKR7A2	145	135	184	89	11	197	12	68	5	6
RPS14P3	0	0	0	0	0	0	0	0	0	0
NBL1	0	0	0	0	0	0	0	0	0	0
MINOS1	0	0	0	0	0	0	0	0	0	0
MINOS1-NBL1	37	44	57	62	27	39	1	10	5	23
HTR6	6	4	20	9	5	11	0	1	0	18
OTUD3	747	597	891	637	197	385	595	317	96	643
RNF186	0	0	0	0	0	0	1	0	0	0
PLA2G2A	0	0	0	0	1	1	0	0	0	0
PLA2G2D	1	0	0	3	1	2	0	0	0	0
PLA2G5	0	1	2	4	328	1352	1	3	1	0
PLA2G2F	0	1	1	1	1	29	1	0	0	0
PLA2G2C	3	2	11	19	58	169	30	1	0	0
UBXN10	33	0	128	82	61	333	0	3	1	0
LINC01141	8	1	10	14	1338	219	5	9	20	11
FAM43B	5	3	27	21	0	4	0	6	1	0
CAMK2N1	1049	199	2256	2003	239	386	2170	826	278	201
MUL1	41	25	115	77	66	31	24	41	1	75
CDA	0	5	5	4	3	1	2	1	1	1
DDOST	80	64	184	88	39	143	47	119	20	20
